0 fail, cost: 640 ms
79 fail, cost: 537 ms
80 fail, cost: 1244 ms
81 fail, cost: 615 ms
82 fail, cost: 607 ms
83 fail, cost: 590 ms
84 fail, cost: 1346 ms
85 fail, cost: 625 ms
86 fail, cost: 582 ms
87 fail, cost: 429 ms
88 fail, cost: 1063 ms
89 fail, cost: 1279 ms
90 fail, cost: 676 ms
91 fail, cost: 686 ms
92 fail, cost: 621 ms
93 fail, cost: 752 ms
94 fail, cost: 1170 ms
95 fail, cost: 556 ms
96 fail, cost: 808 ms
97 fail, cost: 672 ms
98 fail, cost: 584 ms
0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 
99 success, cost: 1169 ms
100 fail, cost: 614 ms
101 fail, cost: 579 ms
102 fail, cost: 505 ms
103 fail, cost: 557 ms
104 fail, cost: 740 ms
105 fail, cost: 1360 ms
106 fail, cost: 679 ms
0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
107 success, cost: 262 ms
108 fail, cost: 769 ms
109 fail, cost: 1454 ms
110 fail, cost: 659 ms
111 fail, cost: 661 ms
112 fail, cost: 933 ms
113 fail, cost: 755 ms
114 fail, cost: 1326 ms
115 fail, cost: 559 ms
116 fail, cost: 622 ms
117 fail, cost: 608 ms
118 fail, cost: 604 ms
119 fail, cost: 400 ms
120 fail, cost: 1311 ms
121 fail, cost: 602 ms
122 fail, cost: 582 ms
123 fail, cost: 681 ms
124 fail, cost: 569 ms
125 fail, cost: 444 ms
126 fail, cost: 1034 ms
127 fail, cost: 481 ms
128 fail, cost: 755 ms
129 fail, cost: 585 ms
130 fail, cost: 537 ms
131 fail, cost: 1067 ms
132 fail, cost: 644 ms
133 fail, cost: 656 ms
134 fail, cost: 943 ms
135 fail, cost: 472 ms
136 fail, cost: 1422 ms
137 fail, cost: 641 ms
138 fail, cost: 596 ms
139 fail, cost: 913 ms
140 fail, cost: 1407 ms
141 fail, cost: 1078 ms
142 fail, cost: 537 ms
143 fail, cost: 577 ms
144 fail, cost: 737 ms
145 fail, cost: 1235 ms
146 fail, cost: 659 ms
147 fail, cost: 505 ms
148 fail, cost: 721 ms
149 fail, cost: 463 ms
150 fail, cost: 468 ms
151 fail, cost: 956 ms
152 fail, cost: 652 ms
153 fail, cost: 547 ms
154 fail, cost: 477 ms
155 fail, cost: 430 ms
156 fail, cost: 611 ms
157 fail, cost: 1121 ms
158 fail, cost: 398 ms
159 fail, cost: 350 ms
160 fail, cost: 616 ms
161 fail, cost: 565 ms
162 fail, cost: 577 ms
163 fail, cost: 1044 ms
164 fail, cost: 555 ms
165 fail, cost: 513 ms
166 fail, cost: 662 ms
167 fail, cost: 555 ms
168 fail, cost: 1411 ms
169 fail, cost: 1035 ms
170 fail, cost: 715 ms
171 fail, cost: 620 ms
172 fail, cost: 1431 ms
173 fail, cost: 767 ms
174 fail, cost: 560 ms
175 fail, cost: 490 ms
176 fail, cost: 619 ms
177 fail, cost: 678 ms
178 fail, cost: 1355 ms
179 fail, cost: 637 ms
180 fail, cost: 613 ms
181 fail, cost: 563 ms
182 fail, cost: 414 ms
183 fail, cost: 546 ms
184 fail, cost: 1304 ms
185 fail, cost: 659 ms
186 fail, cost: 699 ms
187 fail, cost: 544 ms
188 fail, cost: 1380 ms
189 fail, cost: 613 ms
190 fail, cost: 578 ms
191 fail, cost: 380 ms
192 fail, cost: 594 ms
193 fail, cost: 675 ms
194 fail, cost: 1069 ms
195 fail, cost: 467 ms
196 fail, cost: 538 ms
197 fail, cost: 480 ms
198 fail, cost: 500 ms
199 fail, cost: 432 ms
200 fail, cost: 595 ms
201 fail, cost: 1130 ms
202 fail, cost: 414 ms
203 fail, cost: 395 ms
204 fail, cost: 478 ms
205 fail, cost: 418 ms
206 fail, cost: 443 ms
207 fail, cost: 1133 ms
208 fail, cost: 687 ms
209 fail, cost: 727 ms
210 fail, cost: 546 ms
211 fail, cost: 646 ms
212 fail, cost: 1242 ms
213 fail, cost: 599 ms
214 fail, cost: 438 ms
215 fail, cost: 545 ms
216 fail, cost: 858 ms
217 fail, cost: 698 ms
218 fail, cost: 1194 ms
219 fail, cost: 545 ms
220 fail, cost: 574 ms
221 fail, cost: 491 ms
222 fail, cost: 534 ms
223 fail, cost: 469 ms
224 fail, cost: 1270 ms
225 fail, cost: 779 ms
226 fail, cost: 538 ms
227 fail, cost: 474 ms
228 fail, cost: 546 ms
229 fail, cost: 438 ms
230 fail, cost: 1137 ms
231 fail, cost: 442 ms
232 fail, cost: 575 ms
233 fail, cost: 432 ms
234 fail, cost: 511 ms
235 fail, cost: 342 ms
236 fail, cost: 1107 ms
237 fail, cost: 405 ms
238 fail, cost: 437 ms
239 fail, cost: 415 ms
240 fail, cost: 494 ms
241 fail, cost: 483 ms
242 fail, cost: 417 ms
243 fail, cost: 1019 ms
244 fail, cost: 485 ms
245 fail, cost: 450 ms
246 fail, cost: 454 ms
247 fail, cost: 340 ms
248 fail, cost: 491 ms
249 fail, cost: 468 ms
250 fail, cost: 1053 ms
251 fail, cost: 387 ms
252 fail, cost: 591 ms
253 fail, cost: 363 ms
254 fail, cost: 349 ms
255 fail, cost: 283 ms
