0 fail, cost: 344 ms
92 fail, cost: 547 ms
93 fail, cost: 535 ms
94 fail, cost: 614 ms
95 fail, cost: 472 ms
96 fail, cost: 1122 ms
97 fail, cost: 496 ms
98 fail, cost: 481 ms
99 fail, cost: 462 ms
100 fail, cost: 455 ms
101 fail, cost: 1051 ms
102 fail, cost: 426 ms
103 fail, cost: 436 ms
104 fail, cost: 550 ms
105 fail, cost: 463 ms
106 fail, cost: 521 ms
107 fail, cost: 1323 ms
108 fail, cost: 551 ms
109 fail, cost: 478 ms
110 fail, cost: 693 ms
111 fail, cost: 606 ms
112 fail, cost: 1221 ms
113 fail, cost: 461 ms
114 fail, cost: 672 ms
115 fail, cost: 434 ms
116 fail, cost: 444 ms
117 fail, cost: 457 ms
118 fail, cost: 1062 ms
119 fail, cost: 396 ms
120 fail, cost: 578 ms
121 fail, cost: 505 ms
122 fail, cost: 385 ms
123 fail, cost: 379 ms
124 fail, cost: 451 ms
125 fail, cost: 958 ms
126 fail, cost: 303 ms
127 fail, cost: 337 ms
128 fail, cost: 509 ms
129 fail, cost: 493 ms
130 fail, cost: 571 ms
131 fail, cost: 339 ms
132 fail, cost: 1234 ms
133 fail, cost: 295 ms
134 fail, cost: 613 ms
135 fail, cost: 394 ms
136 fail, cost: 376 ms
137 fail, cost: 343 ms
138 fail, cost: 309 ms
139 fail, cost: 324 ms
140 fail, cost: 1082 ms
141 fail, cost: 282 ms
142 fail, cost: 332 ms
143 fail, cost: 309 ms
144 fail, cost: 558 ms
145 fail, cost: 538 ms
146 fail, cost: 612 ms
147 fail, cost: 1036 ms
148 fail, cost: 491 ms
149 fail, cost: 465 ms
150 fail, cost: 475 ms
151 fail, cost: 579 ms
152 fail, cost: 1041 ms
153 fail, cost: 495 ms
154 fail, cost: 573 ms
155 fail, cost: 547 ms
156 fail, cost: 491 ms
157 fail, cost: 429 ms
158 fail, cost: 1079 ms
159 fail, cost: 396 ms
160 fail, cost: 592 ms
161 fail, cost: 299 ms
162 fail, cost: 408 ms
163 fail, cost: 300 ms
164 fail, cost: 299 ms
165 fail, cost: 927 ms
166 fail, cost: 341 ms
167 fail, cost: 299 ms
168 fail, cost: 254 ms
169 fail, cost: 230 ms
170 fail, cost: 260 ms
171 fail, cost: 284 ms
172 fail, cost: 258 ms
173 fail, cost: 282 ms
174 fail, cost: 241 ms
175 fail, cost: 262 ms
176 fail, cost: 401 ms
177 fail, cost: 882 ms
178 fail, cost: 587 ms
179 fail, cost: 276 ms
180 fail, cost: 695 ms
181 fail, cost: 356 ms
182 fail, cost: 481 ms
183 fail, cost: 406 ms
184 fail, cost: 984 ms
185 fail, cost: 266 ms
186 fail, cost: 308 ms
187 fail, cost: 269 ms
188 fail, cost: 278 ms
189 fail, cost: 278 ms
190 fail, cost: 311 ms
191 fail, cost: 294 ms
192 fail, cost: 476 ms
193 fail, cost: 391 ms
194 fail, cost: 1082 ms
195 fail, cost: 395 ms
196 fail, cost: 531 ms
197 fail, cost: 448 ms
198 fail, cost: 555 ms
199 fail, cost: 1002 ms
200 fail, cost: 566 ms
201 fail, cost: 452 ms
202 fail, cost: 557 ms
203 fail, cost: 412 ms
204 fail, cost: 444 ms
205 fail, cost: 1028 ms
206 fail, cost: 462 ms
207 fail, cost: 426 ms
208 fail, cost: 484 ms
209 fail, cost: 547 ms
210 fail, cost: 525 ms
211 fail, cost: 1022 ms
212 fail, cost: 634 ms
213 fail, cost: 556 ms
214 fail, cost: 694 ms
215 fail, cost: 457 ms
216 fail, cost: 438 ms
217 fail, cost: 1060 ms
218 fail, cost: 406 ms
219 fail, cost: 345 ms
220 fail, cost: 335 ms
221 fail, cost: 366 ms
222 fail, cost: 467 ms
223 fail, cost: 367 ms
224 fail, cost: 392 ms
225 fail, cost: 960 ms
226 fail, cost: 536 ms
227 fail, cost: 625 ms
228 fail, cost: 598 ms
229 fail, cost: 327 ms
230 fail, cost: 592 ms
231 fail, cost: 1048 ms
232 fail, cost: 285 ms
233 fail, cost: 263 ms
234 fail, cost: 361 ms
235 fail, cost: 261 ms
236 fail, cost: 275 ms
237 fail, cost: 248 ms
238 fail, cost: 282 ms
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
239 success, cost: 147 ms
240 fail, cost: 355 ms
241 fail, cost: 376 ms
242 fail, cost: 1037 ms
243 fail, cost: 325 ms
244 fail, cost: 454 ms
245 fail, cost: 367 ms
246 fail, cost: 384 ms
247 fail, cost: 414 ms
248 fail, cost: 476 ms
249 fail, cost: 323 ms
250 fail, cost: 955 ms
251 fail, cost: 268 ms
252 fail, cost: 304 ms
253 fail, cost: 246 ms
254 fail, cost: 298 ms
255 fail, cost: 240 ms
