0 fail, cost: 760 ms
175 fail, cost: 775 ms
176 fail, cost: 910 ms
177 fail, cost: 1674 ms
178 fail, cost: 955 ms
179 fail, cost: 939 ms
180 fail, cost: 1498 ms
181 fail, cost: 828 ms
182 fail, cost: 640 ms
183 fail, cost: 720 ms
184 fail, cost: 1149 ms
185 fail, cost: 592 ms
186 fail, cost: 553 ms
187 fail, cost: 458 ms
188 fail, cost: 500 ms
189 fail, cost: 1025 ms
190 fail, cost: 517 ms
191 fail, cost: 399 ms
192 fail, cost: 833 ms
193 fail, cost: 639 ms
194 fail, cost: 1331 ms
195 fail, cost: 634 ms
196 fail, cost: 927 ms
197 fail, cost: 850 ms
198 fail, cost: 1502 ms
199 fail, cost: 689 ms
200 fail, cost: 664 ms
201 fail, cost: 532 ms
202 fail, cost: 634 ms
203 fail, cost: 1147 ms
204 fail, cost: 712 ms
205 fail, cost: 602 ms
206 fail, cost: 599 ms
207 fail, cost: 808 ms
208 fail, cost: 1410 ms
209 fail, cost: 872 ms
210 fail, cost: 898 ms
211 fail, cost: 865 ms
212 fail, cost: 1431 ms
213 fail, cost: 948 ms
214 fail, cost: 814 ms
215 fail, cost: 942 ms
216 fail, cost: 1395 ms
217 fail, cost: 632 ms
218 fail, cost: 685 ms
219 fail, cost: 544 ms
220 fail, cost: 661 ms
221 fail, cost: 1209 ms
222 fail, cost: 774 ms
223 fail, cost: 611 ms
224 fail, cost: 1128 ms
225 fail, cost: 1373 ms
226 fail, cost: 884 ms
227 fail, cost: 794 ms
1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
228 success, cost: 85 ms
229 fail, cost: 1314 ms
230 fail, cost: 624 ms
231 fail, cost: 539 ms
232 fail, cost: 814 ms
233 fail, cost: 493 ms
234 fail, cost: 505 ms
235 fail, cost: 1129 ms
236 fail, cost: 644 ms
237 fail, cost: 530 ms
238 fail, cost: 556 ms
239 fail, cost: 440 ms
240 fail, cost: 1425 ms
241 fail, cost: 698 ms
242 fail, cost: 640 ms
243 fail, cost: 503 ms
244 fail, cost: 1228 ms
245 fail, cost: 514 ms
246 fail, cost: 570 ms
247 fail, cost: 462 ms
248 fail, cost: 521 ms
249 fail, cost: 494 ms
250 fail, cost: 1022 ms
251 fail, cost: 383 ms
252 fail, cost: 501 ms
253 fail, cost: 400 ms
254 fail, cost: 678 ms
255 fail, cost: 1143 ms
