0 fail, cost: 886 ms
136 fail, cost: 1040 ms
137 fail, cost: 1478 ms
138 fail, cost: 703 ms
139 fail, cost: 804 ms
140 fail, cost: 1034 ms
141 fail, cost: 1613 ms
142 fail, cost: 963 ms
143 fail, cost: 1193 ms
144 fail, cost: 2110 ms
145 fail, cost: 1485 ms
146 fail, cost: 2114 ms
147 fail, cost: 1166 ms
148 fail, cost: 959 ms
149 fail, cost: 1408 ms
150 fail, cost: 1858 ms
151 fail, cost: 957 ms
152 fail, cost: 1123 ms
153 fail, cost: 1824 ms
154 fail, cost: 788 ms
155 fail, cost: 643 ms
156 fail, cost: 1402 ms
157 fail, cost: 636 ms
158 fail, cost: 658 ms
159 fail, cost: 516 ms
160 fail, cost: 1103 ms
161 fail, cost: 1511 ms
162 fail, cost: 919 ms
163 fail, cost: 930 ms
164 fail, cost: 1599 ms
165 fail, cost: 867 ms
166 fail, cost: 1011 ms
167 fail, cost: 1458 ms
168 fail, cost: 913 ms
169 fail, cost: 856 ms
170 fail, cost: 1772 ms
171 fail, cost: 1006 ms
172 fail, cost: 1324 ms
173 fail, cost: 1544 ms
174 fail, cost: 1062 ms
175 fail, cost: 816 ms
176 fail, cost: 1071 ms
177 fail, cost: 1538 ms
178 fail, cost: 1223 ms
179 fail, cost: 989 ms
180 fail, cost: 1588 ms
181 fail, cost: 995 ms
182 fail, cost: 1069 ms
183 fail, cost: 1607 ms
184 fail, cost: 1232 ms
185 fail, cost: 1037 ms
186 fail, cost: 1687 ms
187 fail, cost: 703 ms
188 fail, cost: 782 ms
189 fail, cost: 597 ms
190 fail, cost: 780 ms
191 fail, cost: 1209 ms
192 fail, cost: 929 ms
193 fail, cost: 979 ms
194 fail, cost: 1489 ms
195 fail, cost: 938 ms
196 fail, cost: 925 ms
197 fail, cost: 1370 ms
198 fail, cost: 914 ms
199 fail, cost: 733 ms
200 fail, cost: 772 ms
201 fail, cost: 1283 ms
202 fail, cost: 648 ms
203 fail, cost: 681 ms
204 fail, cost: 604 ms
205 fail, cost: 1168 ms
206 fail, cost: 720 ms
207 fail, cost: 527 ms
208 fail, cost: 1430 ms
209 fail, cost: 1824 ms
210 fail, cost: 890 ms
211 fail, cost: 731 ms
212 fail, cost: 1619 ms
213 fail, cost: 878 ms
214 fail, cost: 913 ms
215 fail, cost: 976 ms
216 fail, cost: 1697 ms
217 fail, cost: 941 ms
218 fail, cost: 823 ms
219 fail, cost: 1500 ms
220 fail, cost: 915 ms
221 fail, cost: 976 ms
222 fail, cost: 1031 ms
223 fail, cost: 1418 ms
224 fail, cost: 1053 ms
225 fail, cost: 1158 ms
226 fail, cost: 1726 ms
227 fail, cost: 833 ms
228 fail, cost: 1226 ms
229 fail, cost: 1256 ms
230 fail, cost: 855 ms
231 fail, cost: 607 ms
232 fail, cost: 866 ms
233 fail, cost: 1184 ms
234 fail, cost: 650 ms
235 fail, cost: 495 ms
236 fail, cost: 715 ms
237 fail, cost: 1174 ms
238 fail, cost: 601 ms
239 fail, cost: 445 ms
240 fail, cost: 911 ms
241 fail, cost: 629 ms
242 fail, cost: 1344 ms
243 fail, cost: 540 ms
244 fail, cost: 866 ms
245 fail, cost: 681 ms
246 fail, cost: 1182 ms
247 fail, cost: 506 ms
248 fail, cost: 741 ms
249 fail, cost: 583 ms
250 fail, cost: 1172 ms
251 fail, cost: 443 ms
252 fail, cost: 610 ms
253 fail, cost: 409 ms
254 fail, cost: 481 ms
255 fail, cost: 896 ms
