0 fail, cost: 545 ms
210 fail, cost: 601 ms
211 fail, cost: 1186 ms
212 fail, cost: 780 ms
213 fail, cost: 537 ms
214 fail, cost: 671 ms
215 fail, cost: 517 ms
216 fail, cost: 1289 ms
217 fail, cost: 580 ms
218 fail, cost: 605 ms
219 fail, cost: 428 ms
220 fail, cost: 641 ms
221 fail, cost: 1438 ms
222 fail, cost: 754 ms
223 fail, cost: 573 ms
224 fail, cost: 680 ms
225 fail, cost: 435 ms
226 fail, cost: 1644 ms
227 fail, cost: 604 ms
228 fail, cost: 911 ms
229 fail, cost: 706 ms
230 fail, cost: 1618 ms
231 fail, cost: 571 ms
232 fail, cost: 692 ms
233 fail, cost: 605 ms
234 fail, cost: 695 ms
235 fail, cost: 1289 ms
236 fail, cost: 714 ms
237 fail, cost: 623 ms
238 fail, cost: 940 ms
239 fail, cost: 1176 ms
240 fail, cost: 963 ms
241 fail, cost: 582 ms
242 fail, cost: 774 ms
243 fail, cost: 1275 ms
244 fail, cost: 538 ms
245 fail, cost: 423 ms
246 fail, cost: 594 ms
247 fail, cost: 446 ms
248 fail, cost: 562 ms
249 fail, cost: 1012 ms
250 fail, cost: 511 ms
251 fail, cost: 389 ms
252 fail, cost: 462 ms
253 fail, cost: 431 ms
254 fail, cost: 406 ms
255 fail, cost: 915 ms
