0 fail, cost: 665 ms
131 fail, cost: 1476 ms
132 fail, cost: 1043 ms
133 fail, cost: 974 ms
134 fail, cost: 715 ms
135 fail, cost: 1324 ms
136 fail, cost: 831 ms
137 fail, cost: 757 ms
138 fail, cost: 1723 ms
139 fail, cost: 1006 ms
140 fail, cost: 956 ms
141 fail, cost: 883 ms
142 fail, cost: 1781 ms
143 fail, cost: 759 ms
144 fail, cost: 747 ms
145 fail, cost: 665 ms
146 fail, cost: 1444 ms
147 fail, cost: 675 ms
148 fail, cost: 582 ms
149 fail, cost: 564 ms
150 fail, cost: 1319 ms
151 fail, cost: 727 ms
152 fail, cost: 620 ms
153 fail, cost: 636 ms
154 fail, cost: 730 ms
155 fail, cost: 1136 ms
156 fail, cost: 775 ms
157 fail, cost: 621 ms
158 fail, cost: 681 ms
159 fail, cost: 1257 ms
160 fail, cost: 905 ms
161 fail, cost: 577 ms
162 fail, cost: 857 ms
163 fail, cost: 679 ms
164 fail, cost: 1605 ms
165 fail, cost: 933 ms
166 fail, cost: 716 ms
167 fail, cost: 1203 ms
168 fail, cost: 1143 ms
169 fail, cost: 1052 ms
170 fail, cost: 1076 ms
171 fail, cost: 1571 ms
172 fail, cost: 1013 ms
173 fail, cost: 834 ms
174 fail, cost: 1512 ms
175 fail, cost: 818 ms
176 fail, cost: 696 ms
177 fail, cost: 687 ms
178 fail, cost: 808 ms
179 fail, cost: 1424 ms
180 fail, cost: 785 ms
181 fail, cost: 655 ms
182 fail, cost: 733 ms
183 fail, cost: 1205 ms
184 fail, cost: 778 ms
185 fail, cost: 657 ms
186 fail, cost: 669 ms
187 fail, cost: 1188 ms
188 fail, cost: 690 ms
189 fail, cost: 644 ms
190 fail, cost: 618 ms
191 fail, cost: 523 ms
192 fail, cost: 1436 ms
193 fail, cost: 912 ms
194 fail, cost: 571 ms
195 fail, cost: 496 ms
196 fail, cost: 1107 ms
197 fail, cost: 516 ms
198 fail, cost: 588 ms
199 fail, cost: 578 ms
200 fail, cost: 1525 ms
201 fail, cost: 723 ms
202 fail, cost: 859 ms
203 fail, cost: 756 ms
204 fail, cost: 756 ms
205 fail, cost: 1383 ms
206 fail, cost: 898 ms
207 fail, cost: 647 ms
208 fail, cost: 816 ms
209 fail, cost: 1454 ms
210 fail, cost: 739 ms
211 fail, cost: 648 ms
212 fail, cost: 923 ms
213 fail, cost: 1682 ms
214 fail, cost: 640 ms
215 fail, cost: 631 ms
216 fail, cost: 763 ms
217 fail, cost: 1484 ms
218 fail, cost: 978 ms
219 fail, cost: 816 ms
220 fail, cost: 985 ms
221 fail, cost: 1155 ms
222 fail, cost: 660 ms
223 fail, cost: 420 ms
224 fail, cost: 739 ms
225 fail, cost: 573 ms
226 fail, cost: 1191 ms
227 fail, cost: 570 ms
228 fail, cost: 572 ms
229 fail, cost: 607 ms
230 fail, cost: 559 ms
231 fail, cost: 436 ms
232 fail, cost: 1282 ms
233 fail, cost: 528 ms
234 fail, cost: 683 ms
235 fail, cost: 629 ms
236 fail, cost: 1290 ms
237 fail, cost: 584 ms
238 fail, cost: 552 ms
239 fail, cost: 675 ms
240 fail, cost: 562 ms
241 fail, cost: 1099 ms
242 fail, cost: 638 ms
243 fail, cost: 583 ms
244 fail, cost: 571 ms
245 fail, cost: 510 ms
246 fail, cost: 1175 ms
247 fail, cost: 457 ms
248 fail, cost: 674 ms
249 fail, cost: 510 ms
250 fail, cost: 718 ms
251 fail, cost: 1314 ms
252 fail, cost: 785 ms
253 fail, cost: 756 ms
254 fail, cost: 887 ms
255 fail, cost: 603 ms
