0 fail, cost: 432 ms
173 fail, cost: 537 ms
174 fail, cost: 414 ms
175 fail, cost: 408 ms
176 fail, cost: 563 ms
177 fail, cost: 1210 ms
178 fail, cost: 650 ms
179 fail, cost: 614 ms
180 fail, cost: 658 ms
181 fail, cost: 462 ms
182 fail, cost: 1119 ms
183 fail, cost: 537 ms
184 fail, cost: 723 ms
185 fail, cost: 636 ms
186 fail, cost: 561 ms
187 fail, cost: 969 ms
188 fail, cost: 444 ms
189 fail, cost: 421 ms
190 fail, cost: 477 ms
191 fail, cost: 393 ms
192 fail, cost: 535 ms
193 fail, cost: 1174 ms
194 fail, cost: 617 ms
195 fail, cost: 535 ms
196 fail, cost: 567 ms
197 fail, cost: 454 ms
198 fail, cost: 472 ms
199 fail, cost: 1055 ms
200 fail, cost: 495 ms
201 fail, cost: 525 ms
202 fail, cost: 493 ms
203 fail, cost: 465 ms
204 fail, cost: 462 ms
205 fail, cost: 1047 ms
206 fail, cost: 404 ms
207 fail, cost: 455 ms
208 fail, cost: 673 ms
209 fail, cost: 775 ms
210 fail, cost: 1395 ms
211 fail, cost: 808 ms
212 fail, cost: 621 ms
213 fail, cost: 672 ms
214 fail, cost: 523 ms
215 fail, cost: 1214 ms
216 fail, cost: 509 ms
217 fail, cost: 482 ms
218 fail, cost: 435 ms
219 fail, cost: 351 ms
220 fail, cost: 468 ms
221 fail, cost: 970 ms
222 fail, cost: 362 ms
223 fail, cost: 312 ms
224 fail, cost: 522 ms
225 fail, cost: 447 ms
226 fail, cost: 462 ms
227 fail, cost: 477 ms
228 fail, cost: 1034 ms
229 fail, cost: 372 ms
230 fail, cost: 397 ms
231 fail, cost: 412 ms
232 fail, cost: 435 ms
233 fail, cost: 426 ms
234 fail, cost: 341 ms
235 fail, cost: 945 ms
236 fail, cost: 404 ms
237 fail, cost: 473 ms
238 fail, cost: 360 ms
239 fail, cost: 291 ms
240 fail, cost: 525 ms
241 fail, cost: 430 ms
242 fail, cost: 1005 ms
243 fail, cost: 533 ms
244 fail, cost: 585 ms
245 fail, cost: 489 ms
246 fail, cost: 597 ms
247 fail, cost: 1198 ms
248 fail, cost: 637 ms
249 fail, cost: 554 ms
250 fail, cost: 586 ms
251 fail, cost: 439 ms
252 fail, cost: 564 ms
253 fail, cost: 1282 ms
254 fail, cost: 484 ms
255 fail, cost: 375 ms
