0 fail, cost: 723 ms
169 fail, cost: 556 ms
170 fail, cost: 643 ms
171 fail, cost: 815 ms
172 fail, cost: 594 ms
173 fail, cost: 1132 ms
174 fail, cost: 548 ms
175 fail, cost: 559 ms
176 fail, cost: 610 ms
177 fail, cost: 535 ms
178 fail, cost: 1083 ms
179 fail, cost: 411 ms
180 fail, cost: 686 ms
181 fail, cost: 481 ms
182 fail, cost: 549 ms
183 fail, cost: 555 ms
184 fail, cost: 1153 ms
185 fail, cost: 619 ms
186 fail, cost: 572 ms
187 fail, cost: 526 ms
188 fail, cost: 555 ms
189 fail, cost: 1161 ms
190 fail, cost: 458 ms
191 fail, cost: 407 ms
192 fail, cost: 754 ms
193 fail, cost: 668 ms
194 fail, cost: 1180 ms
195 fail, cost: 677 ms
196 fail, cost: 790 ms
197 fail, cost: 935 ms
198 fail, cost: 1452 ms
199 fail, cost: 625 ms
200 fail, cost: 673 ms
201 fail, cost: 511 ms
202 fail, cost: 491 ms
203 fail, cost: 482 ms
204 fail, cost: 1408 ms
205 fail, cost: 535 ms
206 fail, cost: 552 ms
207 fail, cost: 472 ms
208 fail, cost: 979 ms
209 fail, cost: 1481 ms
210 fail, cost: 757 ms
211 fail, cost: 593 ms
212 fail, cost: 922 ms
213 fail, cost: 1432 ms
214 fail, cost: 788 ms
215 fail, cost: 486 ms
216 fail, cost: 684 ms
217 fail, cost: 557 ms
218 fail, cost: 1250 ms
219 fail, cost: 472 ms
220 fail, cost: 597 ms
221 fail, cost: 567 ms
222 fail, cost: 500 ms
223 fail, cost: 1065 ms
224 fail, cost: 665 ms
225 fail, cost: 654 ms
226 fail, cost: 530 ms
227 fail, cost: 429 ms
228 fail, cost: 600 ms
229 fail, cost: 1147 ms
230 fail, cost: 551 ms
231 fail, cost: 485 ms
232 fail, cost: 507 ms
233 fail, cost: 525 ms
234 fail, cost: 1020 ms
235 fail, cost: 453 ms
236 fail, cost: 592 ms
237 fail, cost: 532 ms
238 fail, cost: 406 ms
239 fail, cost: 516 ms
240 fail, cost: 1232 ms
241 fail, cost: 704 ms
242 fail, cost: 626 ms
243 fail, cost: 545 ms
244 fail, cost: 653 ms
245 fail, cost: 1239 ms
246 fail, cost: 698 ms
247 fail, cost: 486 ms
248 fail, cost: 735 ms
249 fail, cost: 667 ms
250 fail, cost: 1315 ms
251 fail, cost: 520 ms
252 fail, cost: 599 ms
253 fail, cost: 697 ms
254 fail, cost: 611 ms
255 fail, cost: 489 ms
