0 fail, cost: 683 ms
120 fail, cost: 644 ms
121 fail, cost: 493 ms
0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
122 success, cost: 376 ms
123 fail, cost: 560 ms
124 fail, cost: 1511 ms
125 fail, cost: 708 ms
126 fail, cost: 949 ms
127 fail, cost: 896 ms
128 fail, cost: 807 ms
129 fail, cost: 1376 ms
130 fail, cost: 854 ms
131 fail, cost: 615 ms
132 fail, cost: 865 ms
133 fail, cost: 1504 ms
134 fail, cost: 836 ms
135 fail, cost: 793 ms
136 fail, cost: 643 ms
137 fail, cost: 1457 ms
138 fail, cost: 700 ms
139 fail, cost: 781 ms
140 fail, cost: 862 ms
141 fail, cost: 1351 ms
142 fail, cost: 710 ms
143 fail, cost: 651 ms
144 fail, cost: 760 ms
145 fail, cost: 1290 ms
146 fail, cost: 810 ms
147 fail, cost: 707 ms
148 fail, cost: 672 ms
149 fail, cost: 1255 ms
150 fail, cost: 770 ms
151 fail, cost: 728 ms
152 fail, cost: 1017 ms
153 fail, cost: 1296 ms
154 fail, cost: 1111 ms
155 fail, cost: 943 ms
156 fail, cost: 734 ms
157 fail, cost: 1349 ms
158 fail, cost: 829 ms
159 fail, cost: 940 ms
160 fail, cost: 797 ms
161 fail, cost: 1480 ms
162 fail, cost: 897 ms
163 fail, cost: 808 ms
164 fail, cost: 1523 ms
165 fail, cost: 974 ms
166 fail, cost: 915 ms
167 fail, cost: 1090 ms
168 fail, cost: 1518 ms
169 fail, cost: 706 ms
170 fail, cost: 683 ms
171 fail, cost: 619 ms
172 fail, cost: 671 ms
173 fail, cost: 1225 ms
174 fail, cost: 828 ms
175 fail, cost: 632 ms
176 fail, cost: 799 ms
177 fail, cost: 1317 ms
178 fail, cost: 820 ms
179 fail, cost: 626 ms
180 fail, cost: 859 ms
181 fail, cost: 1343 ms
182 fail, cost: 745 ms
183 fail, cost: 577 ms
184 fail, cost: 804 ms
185 fail, cost: 1195 ms
186 fail, cost: 642 ms
187 fail, cost: 683 ms
188 fail, cost: 666 ms
189 fail, cost: 807 ms
190 fail, cost: 1536 ms
191 fail, cost: 915 ms
192 fail, cost: 837 ms
193 fail, cost: 549 ms
194 fail, cost: 1499 ms
195 fail, cost: 677 ms
196 fail, cost: 728 ms
197 fail, cost: 562 ms
198 fail, cost: 1443 ms
199 fail, cost: 695 ms
200 fail, cost: 729 ms
201 fail, cost: 546 ms
202 fail, cost: 1564 ms
203 fail, cost: 747 ms
204 fail, cost: 804 ms
205 fail, cost: 895 ms
206 fail, cost: 1635 ms
207 fail, cost: 847 ms
208 fail, cost: 671 ms
209 fail, cost: 823 ms
210 fail, cost: 1432 ms
211 fail, cost: 750 ms
212 fail, cost: 728 ms
213 fail, cost: 538 ms
214 fail, cost: 637 ms
215 fail, cost: 1044 ms
216 fail, cost: 626 ms
217 fail, cost: 572 ms
218 fail, cost: 581 ms
219 fail, cost: 567 ms
220 fail, cost: 1287 ms
221 fail, cost: 634 ms
222 fail, cost: 681 ms
223 fail, cost: 581 ms
224 fail, cost: 825 ms
225 fail, cost: 1037 ms
226 fail, cost: 763 ms
227 fail, cost: 838 ms
228 fail, cost: 915 ms
229 fail, cost: 1231 ms
230 fail, cost: 696 ms
231 fail, cost: 673 ms
232 fail, cost: 679 ms
233 fail, cost: 1169 ms
234 fail, cost: 652 ms
235 fail, cost: 579 ms
236 fail, cost: 777 ms
237 fail, cost: 702 ms
238 fail, cost: 1454 ms
239 fail, cost: 700 ms
240 fail, cost: 1070 ms
241 fail, cost: 960 ms
242 fail, cost: 1435 ms
243 fail, cost: 918 ms
244 fail, cost: 828 ms
245 fail, cost: 720 ms
246 fail, cost: 1359 ms
247 fail, cost: 760 ms
248 fail, cost: 902 ms
249 fail, cost: 784 ms
250 fail, cost: 1448 ms
251 fail, cost: 909 ms
252 fail, cost: 873 ms
253 fail, cost: 620 ms
254 fail, cost: 1306 ms
255 fail, cost: 772 ms
