0 fail, cost: 828 ms
78 fail, cost: 1471 ms
79 fail, cost: 659 ms
80 fail, cost: 1121 ms
81 fail, cost: 697 ms
82 fail, cost: 1444 ms
83 fail, cost: 607 ms
84 fail, cost: 758 ms
85 fail, cost: 523 ms
86 fail, cost: 530 ms
87 fail, cost: 1026 ms
88 fail, cost: 570 ms
89 fail, cost: 625 ms
90 fail, cost: 901 ms
91 fail, cost: 531 ms
92 fail, cost: 1399 ms
93 fail, cost: 602 ms
94 fail, cost: 668 ms
95 fail, cost: 683 ms
96 fail, cost: 1330 ms
97 fail, cost: 793 ms
98 fail, cost: 704 ms
99 fail, cost: 793 ms
100 fail, cost: 1636 ms
101 fail, cost: 679 ms
102 fail, cost: 701 ms
103 fail, cost: 919 ms
104 fail, cost: 1713 ms
105 fail, cost: 688 ms
106 fail, cost: 843 ms
107 fail, cost: 577 ms
108 fail, cost: 1291 ms
109 fail, cost: 678 ms
110 fail, cost: 758 ms
111 fail, cost: 523 ms
112 fail, cost: 664 ms
113 fail, cost: 1118 ms
114 fail, cost: 883 ms
115 fail, cost: 871 ms
116 fail, cost: 1101 ms
117 fail, cost: 1421 ms
118 fail, cost: 716 ms
119 fail, cost: 609 ms
120 fail, cost: 969 ms
121 fail, cost: 1279 ms
122 fail, cost: 988 ms
123 fail, cost: 690 ms
124 fail, cost: 825 ms
125 fail, cost: 706 ms
126 fail, cost: 1496 ms
127 fail, cost: 471 ms
128 fail, cost: 905 ms
129 fail, cost: 647 ms
130 fail, cost: 1252 ms
131 fail, cost: 611 ms
132 fail, cost: 1007 ms
133 fail, cost: 919 ms
134 fail, cost: 1413 ms
135 fail, cost: 612 ms
136 fail, cost: 802 ms
137 fail, cost: 683 ms
138 fail, cost: 1290 ms
139 fail, cost: 569 ms
140 fail, cost: 810 ms
141 fail, cost: 770 ms
142 fail, cost: 1477 ms
143 fail, cost: 781 ms
144 fail, cost: 1057 ms
145 fail, cost: 702 ms
146 fail, cost: 1283 ms
147 fail, cost: 571 ms
148 fail, cost: 868 ms
149 fail, cost: 673 ms
150 fail, cost: 1428 ms
151 fail, cost: 787 ms
152 fail, cost: 1153 ms
153 fail, cost: 771 ms
154 fail, cost: 1486 ms
155 fail, cost: 523 ms
156 fail, cost: 623 ms
157 fail, cost: 545 ms
158 fail, cost: 533 ms
159 fail, cost: 1076 ms
160 fail, cost: 728 ms
161 fail, cost: 664 ms
162 fail, cost: 752 ms
163 fail, cost: 594 ms
164 fail, cost: 1305 ms
165 fail, cost: 705 ms
166 fail, cost: 679 ms
167 fail, cost: 595 ms
168 fail, cost: 1469 ms
169 fail, cost: 625 ms
170 fail, cost: 753 ms
171 fail, cost: 768 ms
172 fail, cost: 1554 ms
173 fail, cost: 950 ms
174 fail, cost: 976 ms
175 fail, cost: 703 ms
176 fail, cost: 1619 ms
177 fail, cost: 1114 ms
178 fail, cost: 842 ms
179 fail, cost: 1319 ms
180 fail, cost: 922 ms
181 fail, cost: 843 ms
182 fail, cost: 665 ms
183 fail, cost: 662 ms
184 fail, cost: 1292 ms
185 fail, cost: 659 ms
186 fail, cost: 656 ms
187 fail, cost: 575 ms
188 fail, cost: 640 ms
189 fail, cost: 1488 ms
190 fail, cost: 781 ms
191 fail, cost: 650 ms
192 fail, cost: 1693 ms
193 fail, cost: 776 ms
194 fail, cost: 753 ms
195 fail, cost: 569 ms
196 fail, cost: 676 ms
197 fail, cost: 1179 ms
198 fail, cost: 568 ms
199 fail, cost: 575 ms
200 fail, cost: 824 ms
201 fail, cost: 1176 ms
202 fail, cost: 620 ms
203 fail, cost: 576 ms
204 fail, cost: 730 ms
205 fail, cost: 700 ms
206 fail, cost: 1181 ms
207 fail, cost: 505 ms
208 fail, cost: 831 ms
209 fail, cost: 596 ms
210 fail, cost: 849 ms
211 fail, cost: 1272 ms
212 fail, cost: 797 ms
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
213 success, cost: 135 ms
214 fail, cost: 698 ms
215 fail, cost: 584 ms
216 fail, cost: 1372 ms
217 fail, cost: 740 ms
218 fail, cost: 658 ms
219 fail, cost: 503 ms
220 fail, cost: 720 ms
221 fail, cost: 1454 ms
222 fail, cost: 634 ms
223 fail, cost: 545 ms
224 fail, cost: 1036 ms
225 fail, cost: 1534 ms
226 fail, cost: 955 ms
227 fail, cost: 945 ms
228 fail, cost: 803 ms
229 fail, cost: 1607 ms
230 fail, cost: 798 ms
231 fail, cost: 787 ms
232 fail, cost: 928 ms
233 fail, cost: 1252 ms
234 fail, cost: 610 ms
235 fail, cost: 534 ms
236 fail, cost: 835 ms
237 fail, cost: 541 ms
238 fail, cost: 1116 ms
239 fail, cost: 442 ms
240 fail, cost: 796 ms
241 fail, cost: 648 ms
242 fail, cost: 628 ms
243 fail, cost: 1097 ms
244 fail, cost: 572 ms
245 fail, cost: 441 ms
246 fail, cost: 613 ms
247 fail, cost: 529 ms
248 fail, cost: 1396 ms
249 fail, cost: 641 ms
250 fail, cost: 673 ms
251 fail, cost: 458 ms
252 fail, cost: 528 ms
253 fail, cost: 459 ms
254 fail, cost: 982 ms
255 fail, cost: 429 ms
