0 fail, cost: 397 ms
75 fail, cost: 295 ms
76 fail, cost: 399 ms
77 fail, cost: 352 ms
78 fail, cost: 483 ms
79 fail, cost: 969 ms
80 fail, cost: 480 ms
81 fail, cost: 421 ms
82 fail, cost: 428 ms
83 fail, cost: 401 ms
84 fail, cost: 634 ms
85 fail, cost: 409 ms
86 fail, cost: 1027 ms
87 fail, cost: 405 ms
88 fail, cost: 402 ms
89 fail, cost: 451 ms
90 fail, cost: 327 ms
91 fail, cost: 317 ms
92 fail, cost: 390 ms
93 fail, cost: 337 ms
94 fail, cost: 895 ms
95 fail, cost: 355 ms
96 fail, cost: 383 ms
97 fail, cost: 371 ms
98 fail, cost: 365 ms
99 fail, cost: 420 ms
100 fail, cost: 422 ms
101 fail, cost: 425 ms
102 fail, cost: 928 ms
103 fail, cost: 344 ms
104 fail, cost: 417 ms
105 fail, cost: 357 ms
106 fail, cost: 419 ms
107 fail, cost: 295 ms
108 fail, cost: 380 ms
109 fail, cost: 315 ms
110 fail, cost: 314 ms
111 fail, cost: 870 ms
112 fail, cost: 387 ms
113 fail, cost: 354 ms
114 fail, cost: 346 ms
115 fail, cost: 297 ms
116 fail, cost: 387 ms
117 fail, cost: 293 ms
118 fail, cost: 310 ms
119 fail, cost: 314 ms
120 fail, cost: 1024 ms
121 fail, cost: 389 ms
122 fail, cost: 410 ms
123 fail, cost: 322 ms
124 fail, cost: 398 ms
125 fail, cost: 350 ms
126 fail, cost: 320 ms
127 fail, cost: 408 ms
128 fail, cost: 1084 ms
129 fail, cost: 408 ms
130 fail, cost: 377 ms
131 fail, cost: 362 ms
132 fail, cost: 610 ms
133 fail, cost: 495 ms
134 fail, cost: 455 ms
135 fail, cost: 1136 ms
136 fail, cost: 665 ms
137 fail, cost: 841 ms
138 fail, cost: 861 ms
139 fail, cost: 1312 ms
140 fail, cost: 954 ms
141 fail, cost: 790 ms
142 fail, cost: 448 ms
143 fail, cost: 375 ms
144 fail, cost: 1279 ms
145 fail, cost: 439 ms
146 fail, cost: 375 ms
147 fail, cost: 418 ms
148 fail, cost: 817 ms
149 fail, cost: 609 ms
150 fail, cost: 1063 ms
151 fail, cost: 415 ms
152 fail, cost: 430 ms
153 fail, cost: 475 ms
154 fail, cost: 371 ms
155 fail, cost: 329 ms
156 fail, cost: 388 ms
157 fail, cost: 362 ms
158 fail, cost: 325 ms
159 fail, cost: 902 ms
160 fail, cost: 356 ms
161 fail, cost: 360 ms
162 fail, cost: 298 ms
163 fail, cost: 256 ms
164 fail, cost: 346 ms
165 fail, cost: 366 ms
166 fail, cost: 308 ms
167 fail, cost: 250 ms
168 fail, cost: 976 ms
169 fail, cost: 322 ms
170 fail, cost: 327 ms
171 fail, cost: 271 ms
172 fail, cost: 333 ms
173 fail, cost: 241 ms
174 fail, cost: 317 ms
175 fail, cost: 314 ms
176 fail, cost: 405 ms
177 fail, cost: 1014 ms
178 fail, cost: 361 ms
179 fail, cost: 342 ms
180 fail, cost: 462 ms
181 fail, cost: 446 ms
182 fail, cost: 383 ms
183 fail, cost: 341 ms
184 fail, cost: 449 ms
185 fail, cost: 1168 ms
186 fail, cost: 336 ms
187 fail, cost: 282 ms
188 fail, cost: 434 ms
189 fail, cost: 299 ms
190 fail, cost: 333 ms
191 fail, cost: 399 ms
192 fail, cost: 584 ms
193 fail, cost: 1053 ms
194 fail, cost: 540 ms
195 fail, cost: 591 ms
196 fail, cost: 703 ms
197 fail, cost: 673 ms
198 fail, cost: 1293 ms
199 fail, cost: 568 ms
200 fail, cost: 958 ms
201 fail, cost: 576 ms
202 fail, cost: 336 ms
203 fail, cost: 892 ms
204 fail, cost: 392 ms
205 fail, cost: 410 ms
206 fail, cost: 327 ms
207 fail, cost: 292 ms
208 fail, cost: 511 ms
209 fail, cost: 600 ms
210 fail, cost: 486 ms
211 fail, cost: 976 ms
212 fail, cost: 554 ms
213 fail, cost: 495 ms
214 fail, cost: 453 ms
215 fail, cost: 419 ms
216 fail, cost: 471 ms
217 fail, cost: 397 ms
218 fail, cost: 1137 ms
219 fail, cost: 525 ms
220 fail, cost: 394 ms
221 fail, cost: 791 ms
222 fail, cost: 419 ms
223 fail, cost: 495 ms
224 fail, cost: 1000 ms
225 fail, cost: 381 ms
226 fail, cost: 323 ms
227 fail, cost: 381 ms
228 fail, cost: 427 ms
229 fail, cost: 308 ms
230 fail, cost: 279 ms
231 fail, cost: 300 ms
232 fail, cost: 1013 ms
233 fail, cost: 340 ms
234 fail, cost: 346 ms
235 fail, cost: 308 ms
236 fail, cost: 320 ms
237 fail, cost: 257 ms
238 fail, cost: 278 ms
239 fail, cost: 227 ms
240 fail, cost: 387 ms
241 fail, cost: 352 ms
242 fail, cost: 864 ms
243 fail, cost: 355 ms
244 fail, cost: 368 ms
245 fail, cost: 357 ms
246 fail, cost: 321 ms
247 fail, cost: 243 ms
248 fail, cost: 377 ms
249 fail, cost: 341 ms
250 fail, cost: 336 ms
251 fail, cost: 871 ms
252 fail, cost: 357 ms
253 fail, cost: 287 ms
254 fail, cost: 293 ms
255 fail, cost: 215 ms
