0 fail, cost: 401 ms
74 fail, cost: 1360 ms
75 fail, cost: 588 ms
76 fail, cost: 626 ms
77 fail, cost: 568 ms
78 fail, cost: 589 ms
79 fail, cost: 1104 ms
80 fail, cost: 718 ms
81 fail, cost: 664 ms
82 fail, cost: 711 ms
83 fail, cost: 645 ms
84 fail, cost: 1405 ms
85 fail, cost: 711 ms
86 fail, cost: 687 ms
87 fail, cost: 732 ms
88 fail, cost: 1366 ms
89 fail, cost: 662 ms
90 fail, cost: 668 ms
91 fail, cost: 588 ms
92 fail, cost: 615 ms
93 fail, cost: 1298 ms
94 fail, cost: 719 ms
95 fail, cost: 562 ms
96 fail, cost: 669 ms
97 fail, cost: 672 ms
98 fail, cost: 1343 ms
99 fail, cost: 685 ms
100 fail, cost: 723 ms
101 fail, cost: 533 ms
102 fail, cost: 1328 ms
103 fail, cost: 626 ms
104 fail, cost: 678 ms
105 fail, cost: 677 ms
106 fail, cost: 1453 ms
107 fail, cost: 686 ms
108 fail, cost: 663 ms
109 fail, cost: 667 ms
110 fail, cost: 688 ms
111 fail, cost: 1353 ms
112 fail, cost: 781 ms
113 fail, cost: 740 ms
114 fail, cost: 792 ms
115 fail, cost: 1389 ms
116 fail, cost: 567 ms
117 fail, cost: 601 ms
118 fail, cost: 602 ms
119 fail, cost: 566 ms
120 fail, cost: 1184 ms
121 fail, cost: 529 ms
122 fail, cost: 571 ms
123 fail, cost: 423 ms
124 fail, cost: 487 ms
125 fail, cost: 414 ms
126 fail, cost: 1039 ms
127 fail, cost: 408 ms
128 fail, cost: 801 ms
129 fail, cost: 933 ms
130 fail, cost: 1439 ms
131 fail, cost: 603 ms
132 fail, cost: 759 ms
133 fail, cost: 728 ms
134 fail, cost: 751 ms
135 fail, cost: 1458 ms
136 fail, cost: 725 ms
137 fail, cost: 605 ms
138 fail, cost: 575 ms
139 fail, cost: 474 ms
140 fail, cost: 1067 ms
141 fail, cost: 586 ms
142 fail, cost: 389 ms
143 fail, cost: 424 ms
144 fail, cost: 609 ms
145 fail, cost: 591 ms
146 fail, cost: 1127 ms
147 fail, cost: 510 ms
148 fail, cost: 679 ms
149 fail, cost: 584 ms
150 fail, cost: 575 ms
151 fail, cost: 1140 ms
152 fail, cost: 678 ms
153 fail, cost: 573 ms
154 fail, cost: 592 ms
155 fail, cost: 530 ms
156 fail, cost: 977 ms
157 fail, cost: 426 ms
158 fail, cost: 454 ms
159 fail, cost: 428 ms
160 fail, cost: 556 ms
161 fail, cost: 513 ms
162 fail, cost: 373 ms
163 fail, cost: 301 ms
164 fail, cost: 1376 ms
165 fail, cost: 597 ms
166 fail, cost: 452 ms
167 fail, cost: 687 ms
168 fail, cost: 443 ms
169 fail, cost: 995 ms
170 fail, cost: 807 ms
171 fail, cost: 351 ms
172 fail, cost: 351 ms
173 fail, cost: 332 ms
174 fail, cost: 479 ms
175 fail, cost: 286 ms
176 fail, cost: 425 ms
177 fail, cost: 437 ms
178 fail, cost: 1013 ms
179 fail, cost: 325 ms
180 fail, cost: 387 ms
181 fail, cost: 312 ms
182 fail, cost: 384 ms
183 fail, cost: 376 ms
184 fail, cost: 409 ms
185 fail, cost: 418 ms
186 fail, cost: 445 ms
187 fail, cost: 1054 ms
188 fail, cost: 343 ms
189 fail, cost: 329 ms
190 fail, cost: 351 ms
191 fail, cost: 352 ms
192 fail, cost: 577 ms
193 fail, cost: 511 ms
194 fail, cost: 1204 ms
195 fail, cost: 372 ms
196 fail, cost: 573 ms
197 fail, cost: 473 ms
198 fail, cost: 416 ms
199 fail, cost: 467 ms
200 fail, cost: 542 ms
201 fail, cost: 1045 ms
202 fail, cost: 522 ms
203 fail, cost: 467 ms
204 fail, cost: 607 ms
205 fail, cost: 469 ms
206 fail, cost: 1055 ms
207 fail, cost: 424 ms
208 fail, cost: 673 ms
209 fail, cost: 660 ms
210 fail, cost: 678 ms
211 fail, cost: 643 ms
212 fail, cost: 1137 ms
213 fail, cost: 581 ms
214 fail, cost: 561 ms
215 fail, cost: 468 ms
216 fail, cost: 572 ms
217 fail, cost: 1288 ms
218 fail, cost: 689 ms
219 fail, cost: 754 ms
220 fail, cost: 498 ms
221 fail, cost: 647 ms
222 fail, cost: 486 ms
223 fail, cost: 1180 ms
224 fail, cost: 473 ms
225 fail, cost: 553 ms
226 fail, cost: 376 ms
227 fail, cost: 357 ms
228 fail, cost: 409 ms
229 fail, cost: 450 ms
230 fail, cost: 1009 ms
231 fail, cost: 419 ms
232 fail, cost: 436 ms
233 fail, cost: 404 ms
234 fail, cost: 418 ms
235 fail, cost: 365 ms
236 fail, cost: 347 ms
237 fail, cost: 482 ms
238 fail, cost: 308 ms
239 fail, cost: 1039 ms
240 fail, cost: 692 ms
241 fail, cost: 440 ms
242 fail, cost: 361 ms
243 fail, cost: 273 ms
244 fail, cost: 410 ms
245 fail, cost: 395 ms
246 fail, cost: 334 ms
247 fail, cost: 896 ms
248 fail, cost: 505 ms
249 fail, cost: 401 ms
250 fail, cost: 367 ms
251 fail, cost: 324 ms
252 fail, cost: 334 ms
253 fail, cost: 391 ms
254 fail, cost: 314 ms
255 fail, cost: 328 ms
