0 fail, cost: 434 ms
114 fail, cost: 799 ms
115 fail, cost: 480 ms
116 fail, cost: 599 ms
117 fail, cost: 417 ms
118 fail, cost: 1044 ms
119 fail, cost: 431 ms
120 fail, cost: 396 ms
121 fail, cost: 382 ms
122 fail, cost: 414 ms
123 fail, cost: 380 ms
124 fail, cost: 622 ms
125 fail, cost: 987 ms
126 fail, cost: 591 ms
127 fail, cost: 366 ms
128 fail, cost: 752 ms
129 fail, cost: 597 ms
130 fail, cost: 685 ms
131 fail, cost: 1213 ms
132 fail, cost: 812 ms
133 fail, cost: 476 ms
134 fail, cost: 341 ms
135 fail, cost: 448 ms
136 fail, cost: 501 ms
137 fail, cost: 1140 ms
138 fail, cost: 726 ms
139 fail, cost: 538 ms
140 fail, cost: 697 ms
141 fail, cost: 323 ms
142 fail, cost: 1278 ms
143 fail, cost: 470 ms
144 fail, cost: 774 ms
145 fail, cost: 406 ms
146 fail, cost: 587 ms
147 fail, cost: 1088 ms
148 fail, cost: 709 ms
149 fail, cost: 507 ms
150 fail, cost: 339 ms
151 fail, cost: 282 ms
152 fail, cost: 573 ms
153 fail, cost: 994 ms
154 fail, cost: 480 ms
155 fail, cost: 442 ms
156 fail, cost: 427 ms
157 fail, cost: 351 ms
158 fail, cost: 485 ms
159 fail, cost: 332 ms
160 fail, cost: 1460 ms
161 fail, cost: 584 ms
162 fail, cost: 689 ms
163 fail, cost: 478 ms
164 fail, cost: 742 ms
165 fail, cost: 1158 ms
166 fail, cost: 429 ms
167 fail, cost: 303 ms
168 fail, cost: 763 ms
169 fail, cost: 541 ms
170 fail, cost: 611 ms
171 fail, cost: 1155 ms
172 fail, cost: 789 ms
173 fail, cost: 581 ms
174 fail, cost: 396 ms
175 fail, cost: 313 ms
176 fail, cost: 1301 ms
177 fail, cost: 538 ms
178 fail, cost: 607 ms
179 fail, cost: 495 ms
180 fail, cost: 438 ms
181 fail, cost: 418 ms
182 fail, cost: 960 ms
183 fail, cost: 368 ms
184 fail, cost: 604 ms
185 fail, cost: 611 ms
186 fail, cost: 506 ms
187 fail, cost: 416 ms
188 fail, cost: 1017 ms
189 fail, cost: 362 ms
190 fail, cost: 415 ms
191 fail, cost: 268 ms
192 fail, cost: 779 ms
193 fail, cost: 689 ms
194 fail, cost: 1214 ms
195 fail, cost: 576 ms
196 fail, cost: 510 ms
197 fail, cost: 454 ms
198 fail, cost: 422 ms
199 fail, cost: 647 ms
200 fail, cost: 1394 ms
201 fail, cost: 306 ms
202 fail, cost: 407 ms
203 fail, cost: 569 ms
204 fail, cost: 457 ms
205 fail, cost: 368 ms
206 fail, cost: 402 ms
207 fail, cost: 974 ms
208 fail, cost: 742 ms
209 fail, cost: 547 ms
210 fail, cost: 695 ms
211 fail, cost: 573 ms
212 fail, cost: 1386 ms
213 fail, cost: 547 ms
214 fail, cost: 439 ms
215 fail, cost: 413 ms
216 fail, cost: 550 ms
217 fail, cost: 346 ms
218 fail, cost: 1048 ms
219 fail, cost: 277 ms
220 fail, cost: 352 ms
221 fail, cost: 310 ms
222 fail, cost: 292 ms
223 fail, cost: 267 ms
224 fail, cost: 667 ms
225 fail, cost: 1169 ms
226 fail, cost: 566 ms
227 fail, cost: 479 ms
228 fail, cost: 704 ms
229 fail, cost: 549 ms
230 fail, cost: 327 ms
231 fail, cost: 288 ms
232 fail, cost: 1240 ms
233 fail, cost: 585 ms
234 fail, cost: 338 ms
235 fail, cost: 377 ms
236 fail, cost: 426 ms
237 fail, cost: 309 ms
238 fail, cost: 968 ms
239 fail, cost: 416 ms
240 fail, cost: 726 ms
241 fail, cost: 535 ms
242 fail, cost: 573 ms
243 fail, cost: 479 ms
244 fail, cost: 1605 ms
245 fail, cost: 546 ms
246 fail, cost: 531 ms
247 fail, cost: 381 ms
248 fail, cost: 470 ms
249 fail, cost: 411 ms
250 fail, cost: 334 ms
251 fail, cost: 1112 ms
252 fail, cost: 631 ms
253 fail, cost: 429 ms
254 fail, cost: 485 ms
255 fail, cost: 392 ms
