0 fail, cost: 421 ms
132 fail, cost: 700 ms
133 fail, cost: 635 ms
134 fail, cost: 515 ms
135 fail, cost: 1116 ms
136 fail, cost: 583 ms
137 fail, cost: 431 ms
138 fail, cost: 493 ms
139 fail, cost: 479 ms
140 fail, cost: 511 ms
141 fail, cost: 464 ms
142 fail, cost: 946 ms
143 fail, cost: 274 ms
144 fail, cost: 675 ms
145 fail, cost: 403 ms
146 fail, cost: 477 ms
147 fail, cost: 538 ms
148 fail, cost: 1176 ms
149 fail, cost: 444 ms
150 fail, cost: 393 ms
151 fail, cost: 292 ms
152 fail, cost: 500 ms
153 fail, cost: 335 ms
154 fail, cost: 395 ms
155 fail, cost: 889 ms
156 fail, cost: 379 ms
157 fail, cost: 337 ms
158 fail, cost: 390 ms
159 fail, cost: 279 ms
160 fail, cost: 703 ms
161 fail, cost: 558 ms
162 fail, cost: 1212 ms
163 fail, cost: 539 ms
164 fail, cost: 612 ms
165 fail, cost: 479 ms
166 fail, cost: 531 ms
167 fail, cost: 991 ms
1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 
168 success, cost: 296 ms
169 fail, cost: 585 ms
170 fail, cost: 383 ms
171 fail, cost: 523 ms
172 fail, cost: 518 ms
173 fail, cost: 466 ms
174 fail, cost: 1174 ms
175 fail, cost: 680 ms
176 fail, cost: 625 ms
177 fail, cost: 524 ms
178 fail, cost: 478 ms
179 fail, cost: 359 ms
180 fail, cost: 1009 ms
181 fail, cost: 320 ms
182 fail, cost: 345 ms
183 fail, cost: 318 ms
184 fail, cost: 379 ms
185 fail, cost: 319 ms
186 fail, cost: 359 ms
187 fail, cost: 883 ms
188 fail, cost: 350 ms
189 fail, cost: 356 ms
190 fail, cost: 348 ms
191 fail, cost: 285 ms
192 fail, cost: 496 ms
193 fail, cost: 467 ms
194 fail, cost: 413 ms
195 fail, cost: 402 ms
196 fail, cost: 989 ms
197 fail, cost: 419 ms
198 fail, cost: 345 ms
199 fail, cost: 310 ms
200 fail, cost: 544 ms
201 fail, cost: 569 ms
202 fail, cost: 1104 ms
203 fail, cost: 486 ms
204 fail, cost: 510 ms
205 fail, cost: 469 ms
206 fail, cost: 598 ms
207 fail, cost: 403 ms
208 fail, cost: 579 ms
209 fail, cost: 1204 ms
210 fail, cost: 437 ms
211 fail, cost: 411 ms
212 fail, cost: 450 ms
213 fail, cost: 411 ms
214 fail, cost: 335 ms
215 fail, cost: 360 ms
216 fail, cost: 1245 ms
217 fail, cost: 577 ms
218 fail, cost: 507 ms
219 fail, cost: 560 ms
220 fail, cost: 478 ms
221 fail, cost: 455 ms
222 fail, cost: 1135 ms
223 fail, cost: 361 ms
224 fail, cost: 451 ms
225 fail, cost: 397 ms
226 fail, cost: 438 ms
227 fail, cost: 368 ms
228 fail, cost: 1012 ms
229 fail, cost: 432 ms
230 fail, cost: 425 ms
231 fail, cost: 308 ms
232 fail, cost: 469 ms
233 fail, cost: 461 ms
234 fail, cost: 457 ms
235 fail, cost: 972 ms
236 fail, cost: 460 ms
237 fail, cost: 370 ms
238 fail, cost: 346 ms
239 fail, cost: 330 ms
240 fail, cost: 448 ms
241 fail, cost: 374 ms
242 fail, cost: 1000 ms
243 fail, cost: 344 ms
244 fail, cost: 433 ms
245 fail, cost: 327 ms
246 fail, cost: 300 ms
247 fail, cost: 240 ms
248 fail, cost: 490 ms
249 fail, cost: 387 ms
250 fail, cost: 1041 ms
251 fail, cost: 443 ms
252 fail, cost: 471 ms
253 fail, cost: 432 ms
254 fail, cost: 322 ms
255 fail, cost: 519 ms
