0 fail, cost: 475 ms
133 fail, cost: 805 ms
134 fail, cost: 553 ms
135 fail, cost: 525 ms
136 fail, cost: 1313 ms
137 fail, cost: 626 ms
138 fail, cost: 642 ms
139 fail, cost: 549 ms
140 fail, cost: 699 ms
141 fail, cost: 1190 ms
142 fail, cost: 611 ms
143 fail, cost: 713 ms
144 fail, cost: 558 ms
145 fail, cost: 638 ms
146 fail, cost: 1194 ms
147 fail, cost: 663 ms
148 fail, cost: 683 ms
149 fail, cost: 723 ms
150 fail, cost: 648 ms
151 fail, cost: 1236 ms
152 fail, cost: 579 ms
153 fail, cost: 587 ms
154 fail, cost: 650 ms
155 fail, cost: 659 ms
156 fail, cost: 1341 ms
157 fail, cost: 571 ms
158 fail, cost: 672 ms
159 fail, cost: 606 ms
160 fail, cost: 1601 ms
161 fail, cost: 746 ms
162 fail, cost: 849 ms
163 fail, cost: 398 ms
164 fail, cost: 881 ms
165 fail, cost: 1145 ms
166 fail, cost: 462 ms
167 fail, cost: 347 ms
168 fail, cost: 551 ms
169 fail, cost: 457 ms
170 fail, cost: 463 ms
171 fail, cost: 445 ms
172 fail, cost: 1044 ms
173 fail, cost: 495 ms
174 fail, cost: 436 ms
175 fail, cost: 411 ms
176 fail, cost: 521 ms
177 fail, cost: 446 ms
178 fail, cost: 417 ms
179 fail, cost: 1029 ms
180 fail, cost: 523 ms
181 fail, cost: 461 ms
182 fail, cost: 503 ms
183 fail, cost: 375 ms
184 fail, cost: 424 ms
185 fail, cost: 1076 ms
186 fail, cost: 473 ms
187 fail, cost: 391 ms
188 fail, cost: 438 ms
189 fail, cost: 465 ms
190 fail, cost: 392 ms
191 fail, cost: 360 ms
192 fail, cost: 1337 ms
193 fail, cost: 668 ms
194 fail, cost: 564 ms
195 fail, cost: 641 ms
196 fail, cost: 714 ms
197 fail, cost: 1387 ms
198 fail, cost: 814 ms
199 fail, cost: 716 ms
200 fail, cost: 1443 ms
201 fail, cost: 783 ms
202 fail, cost: 798 ms
203 fail, cost: 695 ms
204 fail, cost: 1496 ms
205 fail, cost: 671 ms
206 fail, cost: 806 ms
207 fail, cost: 620 ms
208 fail, cost: 1677 ms
209 fail, cost: 660 ms
210 fail, cost: 750 ms
211 fail, cost: 614 ms
212 fail, cost: 1562 ms
213 fail, cost: 743 ms
214 fail, cost: 676 ms
215 fail, cost: 812 ms
216 fail, cost: 610 ms
217 fail, cost: 1171 ms
218 fail, cost: 457 ms
219 fail, cost: 616 ms
220 fail, cost: 588 ms
221 fail, cost: 593 ms
222 fail, cost: 523 ms
223 fail, cost: 1065 ms
224 fail, cost: 780 ms
225 fail, cost: 490 ms
226 fail, cost: 462 ms
227 fail, cost: 470 ms
228 fail, cost: 1186 ms
229 fail, cost: 511 ms
230 fail, cost: 512 ms
231 fail, cost: 352 ms
232 fail, cost: 527 ms
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 
233 success, cost: 16 ms
234 fail, cost: 470 ms
235 fail, cost: 326 ms
236 fail, cost: 1080 ms
237 fail, cost: 370 ms
238 fail, cost: 364 ms
239 fail, cost: 334 ms
240 fail, cost: 391 ms
241 fail, cost: 343 ms
242 fail, cost: 360 ms
243 fail, cost: 330 ms
244 fail, cost: 997 ms
245 fail, cost: 340 ms
246 fail, cost: 343 ms
247 fail, cost: 312 ms
248 fail, cost: 417 ms
249 fail, cost: 430 ms
250 fail, cost: 359 ms
251 fail, cost: 284 ms
252 fail, cost: 1045 ms
253 fail, cost: 378 ms
254 fail, cost: 443 ms
255 fail, cost: 302 ms
