0 fail, cost: 752 ms
184 fail, cost: 912 ms
185 fail, cost: 727 ms
186 fail, cost: 867 ms
187 fail, cost: 1259 ms
188 fail, cost: 730 ms
189 fail, cost: 566 ms
190 fail, cost: 642 ms
191 fail, cost: 641 ms
192 fail, cost: 1370 ms
193 fail, cost: 769 ms
194 fail, cost: 866 ms
195 fail, cost: 753 ms
196 fail, cost: 1377 ms
197 fail, cost: 879 ms
198 fail, cost: 909 ms
199 fail, cost: 604 ms
200 fail, cost: 1539 ms
201 fail, cost: 555 ms
202 fail, cost: 927 ms
203 fail, cost: 650 ms
1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 
204 success, cost: 530 ms
205 fail, cost: 1234 ms
206 fail, cost: 734 ms
207 fail, cost: 559 ms
208 fail, cost: 856 ms
209 fail, cost: 1258 ms
210 fail, cost: 668 ms
211 fail, cost: 560 ms
212 fail, cost: 730 ms
213 fail, cost: 563 ms
214 fail, cost: 1391 ms
215 fail, cost: 541 ms
216 fail, cost: 760 ms
217 fail, cost: 834 ms
1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 
218 success, cost: 111 ms
219 fail, cost: 1169 ms
220 fail, cost: 1087 ms
221 fail, cost: 863 ms
222 fail, cost: 964 ms
223 fail, cost: 1254 ms
224 fail, cost: 911 ms
225 fail, cost: 704 ms
226 fail, cost: 582 ms
227 fail, cost: 477 ms
228 fail, cost: 1369 ms
229 fail, cost: 812 ms
230 fail, cost: 628 ms
231 fail, cost: 506 ms
232 fail, cost: 690 ms
233 fail, cost: 1221 ms
234 fail, cost: 605 ms
235 fail, cost: 648 ms
236 fail, cost: 770 ms
237 fail, cost: 623 ms
238 fail, cost: 1287 ms
239 fail, cost: 621 ms
240 fail, cost: 614 ms
241 fail, cost: 552 ms
242 fail, cost: 525 ms
243 fail, cost: 638 ms
244 fail, cost: 1268 ms
245 fail, cost: 608 ms
246 fail, cost: 614 ms
247 fail, cost: 520 ms
248 fail, cost: 798 ms
249 fail, cost: 1095 ms
250 fail, cost: 731 ms
251 fail, cost: 481 ms
252 fail, cost: 737 ms
253 fail, cost: 618 ms
254 fail, cost: 1209 ms
255 fail, cost: 474 ms
