0 fail, cost: 518 ms
85 fail, cost: 1243 ms
86 fail, cost: 637 ms
87 fail, cost: 698 ms
88 fail, cost: 773 ms
89 fail, cost: 1125 ms
90 fail, cost: 500 ms
91 fail, cost: 544 ms
92 fail, cost: 475 ms
93 fail, cost: 459 ms
94 fail, cost: 454 ms
95 fail, cost: 1004 ms
96 fail, cost: 428 ms
97 fail, cost: 373 ms
98 fail, cost: 360 ms
99 fail, cost: 389 ms
100 fail, cost: 432 ms
101 fail, cost: 966 ms
102 fail, cost: 343 ms
103 fail, cost: 357 ms
104 fail, cost: 449 ms
105 fail, cost: 421 ms
106 fail, cost: 346 ms
107 fail, cost: 301 ms
108 fail, cost: 1026 ms
109 fail, cost: 371 ms
110 fail, cost: 326 ms
111 fail, cost: 416 ms
112 fail, cost: 466 ms
113 fail, cost: 435 ms
114 fail, cost: 313 ms
115 fail, cost: 384 ms
116 fail, cost: 1004 ms
117 fail, cost: 304 ms
118 fail, cost: 360 ms
119 fail, cost: 250 ms
120 fail, cost: 429 ms
121 fail, cost: 470 ms
122 fail, cost: 310 ms
123 fail, cost: 914 ms
124 fail, cost: 318 ms
125 fail, cost: 336 ms
126 fail, cost: 324 ms
127 fail, cost: 255 ms
128 fail, cost: 797 ms
129 fail, cost: 1217 ms
130 fail, cost: 706 ms
131 fail, cost: 851 ms
132 fail, cost: 834 ms
133 fail, cost: 1230 ms
134 fail, cost: 616 ms
135 fail, cost: 626 ms
136 fail, cost: 703 ms
137 fail, cost: 722 ms
138 fail, cost: 1353 ms
139 fail, cost: 509 ms
140 fail, cost: 618 ms
141 fail, cost: 467 ms
142 fail, cost: 516 ms
143 fail, cost: 1051 ms
144 fail, cost: 962 ms
145 fail, cost: 790 ms
146 fail, cost: 797 ms
147 fail, cost: 1180 ms
148 fail, cost: 639 ms
149 fail, cost: 583 ms
150 fail, cost: 434 ms
151 fail, cost: 648 ms
152 fail, cost: 1515 ms
153 fail, cost: 741 ms
154 fail, cost: 719 ms
155 fail, cost: 613 ms
156 fail, cost: 1267 ms
157 fail, cost: 661 ms
158 fail, cost: 584 ms
159 fail, cost: 596 ms
160 fail, cost: 522 ms
161 fail, cost: 423 ms
162 fail, cost: 983 ms
163 fail, cost: 355 ms
164 fail, cost: 359 ms
165 fail, cost: 413 ms
166 fail, cost: 432 ms
167 fail, cost: 413 ms
168 fail, cost: 1436 ms
169 fail, cost: 819 ms
170 fail, cost: 839 ms
171 fail, cost: 545 ms
172 fail, cost: 1056 ms
173 fail, cost: 408 ms
174 fail, cost: 305 ms
175 fail, cost: 296 ms
176 fail, cost: 503 ms
177 fail, cost: 397 ms
178 fail, cost: 405 ms
179 fail, cost: 962 ms
180 fail, cost: 370 ms
181 fail, cost: 370 ms
182 fail, cost: 325 ms
183 fail, cost: 319 ms
184 fail, cost: 608 ms
185 fail, cost: 507 ms
186 fail, cost: 1042 ms
187 fail, cost: 376 ms
188 fail, cost: 548 ms
189 fail, cost: 386 ms
190 fail, cost: 352 ms
191 fail, cost: 378 ms
192 fail, cost: 613 ms
193 fail, cost: 1265 ms
194 fail, cost: 636 ms
195 fail, cost: 566 ms
196 fail, cost: 540 ms
197 fail, cost: 514 ms
198 fail, cost: 1123 ms
199 fail, cost: 514 ms
200 fail, cost: 543 ms
201 fail, cost: 709 ms
202 fail, cost: 665 ms
203 fail, cost: 1267 ms
204 fail, cost: 552 ms
205 fail, cost: 440 ms
206 fail, cost: 482 ms
207 fail, cost: 443 ms
208 fail, cost: 1198 ms
209 fail, cost: 546 ms
210 fail, cost: 662 ms
211 fail, cost: 545 ms
212 fail, cost: 714 ms
213 fail, cost: 1102 ms
214 fail, cost: 501 ms
215 fail, cost: 478 ms
216 fail, cost: 827 ms
217 fail, cost: 462 ms
218 fail, cost: 1113 ms
219 fail, cost: 457 ms
220 fail, cost: 646 ms
221 fail, cost: 466 ms
222 fail, cost: 438 ms
223 fail, cost: 387 ms
224 fail, cost: 1264 ms
225 fail, cost: 483 ms
226 fail, cost: 355 ms
227 fail, cost: 339 ms
228 fail, cost: 431 ms
229 fail, cost: 325 ms
230 fail, cost: 1042 ms
231 fail, cost: 468 ms
232 fail, cost: 533 ms
233 fail, cost: 629 ms
234 fail, cost: 372 ms
235 fail, cost: 329 ms
236 fail, cost: 452 ms
237 fail, cost: 1062 ms
238 fail, cost: 536 ms
239 fail, cost: 369 ms
240 fail, cost: 483 ms
241 fail, cost: 587 ms
242 fail, cost: 504 ms
243 fail, cost: 1038 ms
244 fail, cost: 432 ms
245 fail, cost: 461 ms
246 fail, cost: 457 ms
247 fail, cost: 505 ms
248 fail, cost: 610 ms
249 fail, cost: 1208 ms
250 fail, cost: 582 ms
251 fail, cost: 468 ms
252 fail, cost: 367 ms
253 fail, cost: 296 ms
254 fail, cost: 292 ms
255 fail, cost: 224 ms
