0 fail, cost: 1052 ms
103 fail, cost: 517 ms
104 fail, cost: 673 ms
105 fail, cost: 590 ms
106 fail, cost: 1143 ms
107 fail, cost: 533 ms
108 fail, cost: 547 ms
109 fail, cost: 566 ms
110 fail, cost: 546 ms
111 fail, cost: 1140 ms
112 fail, cost: 510 ms
113 fail, cost: 462 ms
114 fail, cost: 532 ms
115 fail, cost: 509 ms
116 fail, cost: 552 ms
117 fail, cost: 1062 ms
118 fail, cost: 465 ms
119 fail, cost: 472 ms
120 fail, cost: 608 ms
121 fail, cost: 407 ms
122 fail, cost: 527 ms
123 fail, cost: 971 ms
124 fail, cost: 518 ms
125 fail, cost: 430 ms
126 fail, cost: 448 ms
127 fail, cost: 380 ms
128 fail, cost: 1004 ms
129 fail, cost: 1316 ms
130 fail, cost: 871 ms
131 fail, cost: 658 ms
132 fail, cost: 717 ms
133 fail, cost: 644 ms
134 fail, cost: 1278 ms
135 fail, cost: 660 ms
136 fail, cost: 930 ms
137 fail, cost: 665 ms
138 fail, cost: 1594 ms
139 fail, cost: 903 ms
140 fail, cost: 756 ms
141 fail, cost: 653 ms
142 fail, cost: 1165 ms
143 fail, cost: 609 ms
144 fail, cost: 908 ms
145 fail, cost: 584 ms
146 fail, cost: 572 ms
147 fail, cost: 1002 ms
148 fail, cost: 588 ms
149 fail, cost: 346 ms
150 fail, cost: 415 ms
151 fail, cost: 373 ms
152 fail, cost: 479 ms
153 fail, cost: 459 ms
154 fail, cost: 1010 ms
155 fail, cost: 378 ms
156 fail, cost: 504 ms
157 fail, cost: 329 ms
158 fail, cost: 379 ms
159 fail, cost: 378 ms
160 fail, cost: 629 ms
161 fail, cost: 1053 ms
162 fail, cost: 896 ms
163 fail, cost: 760 ms
164 fail, cost: 723 ms
165 fail, cost: 720 ms
166 fail, cost: 1385 ms
167 fail, cost: 785 ms
168 fail, cost: 767 ms
169 fail, cost: 597 ms
170 fail, cost: 1310 ms
171 fail, cost: 764 ms
172 fail, cost: 805 ms
173 fail, cost: 834 ms
174 fail, cost: 1355 ms
175 fail, cost: 557 ms
176 fail, cost: 797 ms
177 fail, cost: 637 ms
178 fail, cost: 871 ms
179 fail, cost: 1144 ms
180 fail, cost: 691 ms
181 fail, cost: 787 ms
182 fail, cost: 427 ms
183 fail, cost: 436 ms
184 fail, cost: 1102 ms
185 fail, cost: 395 ms
186 fail, cost: 546 ms
187 fail, cost: 595 ms
188 fail, cost: 619 ms
189 fail, cost: 516 ms
190 fail, cost: 1160 ms
191 fail, cost: 509 ms
192 fail, cost: 673 ms
193 fail, cost: 593 ms
194 fail, cost: 533 ms
195 fail, cost: 1149 ms
196 fail, cost: 516 ms
197 fail, cost: 555 ms
198 fail, cost: 581 ms
199 fail, cost: 541 ms
200 fail, cost: 1229 ms
201 fail, cost: 587 ms
202 fail, cost: 648 ms
203 fail, cost: 571 ms
204 fail, cost: 671 ms
205 fail, cost: 1332 ms
206 fail, cost: 520 ms
207 fail, cost: 527 ms
208 fail, cost: 486 ms
209 fail, cost: 767 ms
210 fail, cost: 1220 ms
211 fail, cost: 590 ms
212 fail, cost: 688 ms
213 fail, cost: 481 ms
214 fail, cost: 839 ms
215 fail, cost: 1309 ms
216 fail, cost: 598 ms
217 fail, cost: 531 ms
218 fail, cost: 474 ms
219 fail, cost: 449 ms
220 fail, cost: 479 ms
221 fail, cost: 1120 ms
222 fail, cost: 402 ms
223 fail, cost: 389 ms
224 fail, cost: 487 ms
225 fail, cost: 425 ms
226 fail, cost: 479 ms
227 fail, cost: 1007 ms
228 fail, cost: 485 ms
229 fail, cost: 421 ms
230 fail, cost: 500 ms
231 fail, cost: 431 ms
232 fail, cost: 471 ms
233 fail, cost: 410 ms
234 fail, cost: 1086 ms
235 fail, cost: 474 ms
236 fail, cost: 507 ms
237 fail, cost: 453 ms
238 fail, cost: 412 ms
239 fail, cost: 432 ms
240 fail, cost: 1072 ms
241 fail, cost: 483 ms
242 fail, cost: 409 ms
243 fail, cost: 427 ms
244 fail, cost: 489 ms
245 fail, cost: 494 ms
246 fail, cost: 434 ms
247 fail, cost: 1442 ms
248 fail, cost: 558 ms
249 fail, cost: 519 ms
250 fail, cost: 713 ms
251 fail, cost: 1293 ms
252 fail, cost: 610 ms
253 fail, cost: 602 ms
254 fail, cost: 657 ms
255 fail, cost: 467 ms
