0 fail, cost: 821 ms
135 fail, cost: 737 ms
136 fail, cost: 1359 ms
137 fail, cost: 653 ms
138 fail, cost: 732 ms
139 fail, cost: 611 ms
140 fail, cost: 915 ms
141 fail, cost: 1504 ms
142 fail, cost: 688 ms
143 fail, cost: 862 ms
144 fail, cost: 1488 ms
145 fail, cost: 961 ms
146 fail, cost: 668 ms
147 fail, cost: 959 ms
148 fail, cost: 1483 ms
149 fail, cost: 686 ms
150 fail, cost: 675 ms
151 fail, cost: 1218 ms
152 fail, cost: 1532 ms
153 fail, cost: 793 ms
154 fail, cost: 661 ms
155 fail, cost: 550 ms
156 fail, cost: 675 ms
157 fail, cost: 1245 ms
158 fail, cost: 667 ms
159 fail, cost: 538 ms
160 fail, cost: 738 ms
161 fail, cost: 1272 ms
162 fail, cost: 670 ms
163 fail, cost: 670 ms
164 fail, cost: 731 ms
165 fail, cost: 1174 ms
166 fail, cost: 902 ms
167 fail, cost: 630 ms
168 fail, cost: 729 ms
169 fail, cost: 614 ms
170 fail, cost: 1259 ms
171 fail, cost: 779 ms
172 fail, cost: 935 ms
173 fail, cost: 793 ms
174 fail, cost: 1566 ms
175 fail, cost: 773 ms
176 fail, cost: 723 ms
177 fail, cost: 481 ms
178 fail, cost: 758 ms
179 fail, cost: 1312 ms
180 fail, cost: 623 ms
181 fail, cost: 596 ms
182 fail, cost: 602 ms
183 fail, cost: 717 ms
184 fail, cost: 1474 ms
185 fail, cost: 714 ms
186 fail, cost: 615 ms
187 fail, cost: 715 ms
188 fail, cost: 1378 ms
189 fail, cost: 755 ms
190 fail, cost: 692 ms
191 fail, cost: 463 ms
192 fail, cost: 804 ms
193 fail, cost: 1141 ms
194 fail, cost: 752 ms
195 fail, cost: 548 ms
196 fail, cost: 708 ms
197 fail, cost: 619 ms
198 fail, cost: 1272 ms
199 fail, cost: 570 ms
200 fail, cost: 775 ms
201 fail, cost: 699 ms
202 fail, cost: 679 ms
203 fail, cost: 1107 ms
204 fail, cost: 938 ms
205 fail, cost: 665 ms
206 fail, cost: 656 ms
207 fail, cost: 1103 ms
208 fail, cost: 720 ms
209 fail, cost: 679 ms
210 fail, cost: 667 ms
211 fail, cost: 676 ms
212 fail, cost: 1543 ms
213 fail, cost: 793 ms
214 fail, cost: 623 ms
215 fail, cost: 815 ms
216 fail, cost: 1298 ms
217 fail, cost: 577 ms
218 fail, cost: 752 ms
219 fail, cost: 616 ms
220 fail, cost: 1502 ms
221 fail, cost: 859 ms
222 fail, cost: 675 ms
223 fail, cost: 624 ms
224 fail, cost: 627 ms
225 fail, cost: 1552 ms
226 fail, cost: 514 ms
227 fail, cost: 577 ms
228 fail, cost: 677 ms
229 fail, cost: 1322 ms
230 fail, cost: 705 ms
231 fail, cost: 671 ms
232 fail, cost: 683 ms
233 fail, cost: 1156 ms
234 fail, cost: 439 ms
235 fail, cost: 421 ms
236 fail, cost: 514 ms
237 fail, cost: 428 ms
238 fail, cost: 497 ms
239 fail, cost: 912 ms
240 fail, cost: 572 ms
241 fail, cost: 454 ms
242 fail, cost: 451 ms
243 fail, cost: 468 ms
244 fail, cost: 560 ms
245 fail, cost: 1035 ms
246 fail, cost: 669 ms
247 fail, cost: 371 ms
248 fail, cost: 671 ms
249 fail, cost: 477 ms
250 fail, cost: 1112 ms
251 fail, cost: 380 ms
252 fail, cost: 573 ms
253 fail, cost: 479 ms
254 fail, cost: 450 ms
255 fail, cost: 373 ms
