0 fail, cost: 590 ms
174 fail, cost: 388 ms
175 fail, cost: 381 ms
176 fail, cost: 609 ms
177 fail, cost: 575 ms
178 fail, cost: 647 ms
179 fail, cost: 1202 ms
180 fail, cost: 801 ms
181 fail, cost: 630 ms
182 fail, cost: 635 ms
183 fail, cost: 613 ms
184 fail, cost: 1476 ms
185 fail, cost: 641 ms
186 fail, cost: 566 ms
187 fail, cost: 584 ms
188 fail, cost: 553 ms
189 fail, cost: 1234 ms
190 fail, cost: 679 ms
191 fail, cost: 529 ms
192 fail, cost: 663 ms
193 fail, cost: 444 ms
194 fail, cost: 470 ms
195 fail, cost: 953 ms
196 fail, cost: 404 ms
197 fail, cost: 369 ms
198 fail, cost: 422 ms
199 fail, cost: 403 ms
200 fail, cost: 545 ms
201 fail, cost: 441 ms
202 fail, cost: 1083 ms
203 fail, cost: 657 ms
204 fail, cost: 451 ms
205 fail, cost: 409 ms
206 fail, cost: 427 ms
207 fail, cost: 995 ms
208 fail, cost: 553 ms
209 fail, cost: 469 ms
210 fail, cost: 522 ms
211 fail, cost: 459 ms
212 fail, cost: 486 ms
213 fail, cost: 991 ms
214 fail, cost: 405 ms
215 fail, cost: 389 ms
216 fail, cost: 559 ms
217 fail, cost: 507 ms
218 fail, cost: 468 ms
219 fail, cost: 1272 ms
220 fail, cost: 668 ms
221 fail, cost: 616 ms
222 fail, cost: 643 ms
223 fail, cost: 513 ms
224 fail, cost: 1306 ms
225 fail, cost: 330 ms
226 fail, cost: 352 ms
227 fail, cost: 541 ms
228 fail, cost: 581 ms
229 fail, cost: 631 ms
230 fail, cost: 1164 ms
231 fail, cost: 585 ms
232 fail, cost: 728 ms
233 fail, cost: 367 ms
234 fail, cost: 370 ms
235 fail, cost: 429 ms
236 fail, cost: 418 ms
237 fail, cost: 400 ms
238 fail, cost: 1116 ms
239 fail, cost: 394 ms
240 fail, cost: 639 ms
241 fail, cost: 320 ms
242 fail, cost: 383 ms
243 fail, cost: 372 ms
244 fail, cost: 521 ms
245 fail, cost: 1108 ms
246 fail, cost: 399 ms
247 fail, cost: 484 ms
248 fail, cost: 654 ms
249 fail, cost: 349 ms
250 fail, cost: 317 ms
251 fail, cost: 277 ms
252 fail, cost: 1012 ms
253 fail, cost: 331 ms
254 fail, cost: 363 ms
255 fail, cost: 371 ms
