0 fail, cost: 366 ms
1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 
217 success, cost: 433 ms
218 fail, cost: 713 ms
219 fail, cost: 585 ms
220 fail, cost: 708 ms
221 fail, cost: 1231 ms
222 fail, cost: 691 ms
223 fail, cost: 479 ms
224 fail, cost: 641 ms
225 fail, cost: 1133 ms
226 fail, cost: 589 ms
227 fail, cost: 590 ms
228 fail, cost: 648 ms
229 fail, cost: 609 ms
230 fail, cost: 1109 ms
231 fail, cost: 482 ms
232 fail, cost: 797 ms
233 fail, cost: 588 ms
234 fail, cost: 650 ms
235 fail, cost: 1059 ms
236 fail, cost: 573 ms
237 fail, cost: 462 ms
238 fail, cost: 598 ms
239 fail, cost: 401 ms
240 fail, cost: 1156 ms
241 fail, cost: 460 ms
242 fail, cost: 542 ms
243 fail, cost: 518 ms
244 fail, cost: 416 ms
245 fail, cost: 398 ms
246 fail, cost: 1002 ms
247 fail, cost: 408 ms
248 fail, cost: 533 ms
249 fail, cost: 444 ms
250 fail, cost: 804 ms
251 fail, cost: 1376 ms
252 fail, cost: 840 ms
253 fail, cost: 515 ms
254 fail, cost: 877 ms
255 fail, cost: 1444 ms
