0 fail, cost: 352 ms
115 fail, cost: 696 ms
116 fail, cost: 598 ms
117 fail, cost: 1072 ms
118 fail, cost: 319 ms
119 fail, cost: 344 ms
120 fail, cost: 679 ms
121 fail, cost: 520 ms
122 fail, cost: 583 ms
123 fail, cost: 371 ms
124 fail, cost: 1100 ms
125 fail, cost: 330 ms
126 fail, cost: 467 ms
127 fail, cost: 387 ms
128 fail, cost: 848 ms
129 fail, cost: 1330 ms
130 fail, cost: 639 ms
131 fail, cost: 600 ms
132 fail, cost: 479 ms
133 fail, cost: 335 ms
134 fail, cost: 423 ms
135 fail, cost: 1068 ms
136 fail, cost: 565 ms
137 fail, cost: 472 ms
138 fail, cost: 463 ms
139 fail, cost: 536 ms
140 fail, cost: 447 ms
141 fail, cost: 927 ms
142 fail, cost: 456 ms
143 fail, cost: 303 ms
144 fail, cost: 681 ms
145 fail, cost: 537 ms
146 fail, cost: 575 ms
147 fail, cost: 1202 ms
148 fail, cost: 764 ms
149 fail, cost: 493 ms
150 fail, cost: 442 ms
151 fail, cost: 464 ms
152 fail, cost: 1367 ms
153 fail, cost: 540 ms
154 fail, cost: 599 ms
155 fail, cost: 489 ms
156 fail, cost: 592 ms
157 fail, cost: 408 ms
158 fail, cost: 926 ms
159 fail, cost: 263 ms
160 fail, cost: 945 ms
161 fail, cost: 508 ms
162 fail, cost: 735 ms
163 fail, cost: 1146 ms
164 fail, cost: 652 ms
165 fail, cost: 518 ms
166 fail, cost: 671 ms
167 fail, cost: 681 ms
168 fail, cost: 1482 ms
169 fail, cost: 601 ms
170 fail, cost: 786 ms
171 fail, cost: 785 ms
172 fail, cost: 1058 ms
173 fail, cost: 462 ms
174 fail, cost: 386 ms
175 fail, cost: 406 ms
176 fail, cost: 742 ms
177 fail, cost: 775 ms
178 fail, cost: 1172 ms
179 fail, cost: 630 ms
180 fail, cost: 472 ms
181 fail, cost: 511 ms
182 fail, cost: 343 ms
183 fail, cost: 428 ms
184 fail, cost: 1234 ms
185 fail, cost: 440 ms
186 fail, cost: 589 ms
187 fail, cost: 419 ms
188 fail, cost: 546 ms
189 fail, cost: 1076 ms
190 fail, cost: 532 ms
191 fail, cost: 327 ms
192 fail, cost: 568 ms
193 fail, cost: 525 ms
194 fail, cost: 694 ms
195 fail, cost: 1258 ms
196 fail, cost: 493 ms
197 fail, cost: 333 ms
198 fail, cost: 413 ms
199 fail, cost: 287 ms
200 fail, cost: 657 ms
201 fail, cost: 1193 ms
202 fail, cost: 601 ms
203 fail, cost: 523 ms
204 fail, cost: 393 ms
205 fail, cost: 310 ms
206 fail, cost: 369 ms
207 fail, cost: 274 ms
208 fail, cost: 1319 ms
209 fail, cost: 678 ms
210 fail, cost: 755 ms
211 fail, cost: 389 ms
212 fail, cost: 581 ms
213 fail, cost: 967 ms
214 fail, cost: 391 ms
215 fail, cost: 312 ms
216 fail, cost: 720 ms
217 fail, cost: 532 ms
218 fail, cost: 469 ms
219 fail, cost: 1109 ms
220 fail, cost: 419 ms
221 fail, cost: 321 ms
222 fail, cost: 242 ms
223 fail, cost: 188 ms
224 fail, cost: 754 ms
225 fail, cost: 1321 ms
226 fail, cost: 475 ms
227 fail, cost: 477 ms
228 fail, cost: 403 ms
229 fail, cost: 356 ms
230 fail, cost: 376 ms
231 fail, cost: 342 ms
232 fail, cost: 1152 ms
233 fail, cost: 393 ms
234 fail, cost: 556 ms
235 fail, cost: 418 ms
236 fail, cost: 372 ms
237 fail, cost: 296 ms
238 fail, cost: 374 ms
239 fail, cost: 257 ms
240 fail, cost: 1302 ms
241 fail, cost: 522 ms
242 fail, cost: 596 ms
243 fail, cost: 414 ms
244 fail, cost: 666 ms
245 fail, cost: 1112 ms
246 fail, cost: 370 ms
247 fail, cost: 456 ms
248 fail, cost: 686 ms
249 fail, cost: 548 ms
250 fail, cost: 411 ms
251 fail, cost: 1072 ms
252 fail, cost: 381 ms
253 fail, cost: 439 ms
254 fail, cost: 569 ms
255 fail, cost: 325 ms
