0 fail, cost: 755 ms
193 fail, cost: 1412 ms
194 fail, cost: 837 ms
195 fail, cost: 726 ms
196 fail, cost: 657 ms
197 fail, cost: 1274 ms
198 fail, cost: 547 ms
199 fail, cost: 559 ms
200 fail, cost: 643 ms
201 fail, cost: 508 ms
202 fail, cost: 1258 ms
203 fail, cost: 592 ms
204 fail, cost: 743 ms
205 fail, cost: 552 ms
206 fail, cost: 1310 ms
207 fail, cost: 865 ms
208 fail, cost: 802 ms
209 fail, cost: 790 ms
210 fail, cost: 1321 ms
211 fail, cost: 618 ms
212 fail, cost: 785 ms
213 fail, cost: 612 ms
214 fail, cost: 1353 ms
215 fail, cost: 616 ms
216 fail, cost: 740 ms
217 fail, cost: 586 ms
218 fail, cost: 1776 ms
219 fail, cost: 633 ms
220 fail, cost: 733 ms
221 fail, cost: 560 ms
222 fail, cost: 923 ms
223 fail, cost: 1299 ms
224 fail, cost: 600 ms
225 fail, cost: 478 ms
226 fail, cost: 373 ms
227 fail, cost: 394 ms
228 fail, cost: 472 ms
229 fail, cost: 412 ms
230 fail, cost: 386 ms
231 fail, cost: 1014 ms
232 fail, cost: 469 ms
233 fail, cost: 417 ms
234 fail, cost: 417 ms
235 fail, cost: 421 ms
236 fail, cost: 476 ms
237 fail, cost: 414 ms
238 fail, cost: 384 ms
239 fail, cost: 956 ms
240 fail, cost: 406 ms
241 fail, cost: 336 ms
242 fail, cost: 372 ms
243 fail, cost: 370 ms
244 fail, cost: 409 ms
245 fail, cost: 329 ms
246 fail, cost: 403 ms
247 fail, cost: 900 ms
248 fail, cost: 437 ms
249 fail, cost: 308 ms
250 fail, cost: 409 ms
251 fail, cost: 337 ms
252 fail, cost: 376 ms
253 fail, cost: 360 ms
254 fail, cost: 371 ms
255 fail, cost: 872 ms
