0 fail, cost: 551 ms
120 fail, cost: 394 ms
121 fail, cost: 249 ms
122 fail, cost: 338 ms
123 fail, cost: 469 ms
124 fail, cost: 330 ms
125 fail, cost: 328 ms
126 fail, cost: 990 ms
127 fail, cost: 314 ms
128 fail, cost: 391 ms
129 fail, cost: 310 ms
130 fail, cost: 360 ms
131 fail, cost: 326 ms
132 fail, cost: 385 ms
133 fail, cost: 308 ms
134 fail, cost: 350 ms
135 fail, cost: 1204 ms
136 fail, cost: 520 ms
137 fail, cost: 369 ms
138 fail, cost: 368 ms
139 fail, cost: 330 ms
140 fail, cost: 523 ms
141 fail, cost: 411 ms
142 fail, cost: 1065 ms
143 fail, cost: 419 ms
144 fail, cost: 447 ms
145 fail, cost: 263 ms
146 fail, cost: 398 ms
147 fail, cost: 575 ms
148 fail, cost: 1180 ms
149 fail, cost: 593 ms
150 fail, cost: 477 ms
151 fail, cost: 546 ms
152 fail, cost: 411 ms
153 fail, cost: 1038 ms
154 fail, cost: 395 ms
155 fail, cost: 423 ms
156 fail, cost: 551 ms
157 fail, cost: 385 ms
158 fail, cost: 417 ms
159 fail, cost: 1232 ms
160 fail, cost: 524 ms
161 fail, cost: 903 ms
162 fail, cost: 940 ms
1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
163 success, cost: 349 ms
164 fail, cost: 1448 ms
165 fail, cost: 691 ms
166 fail, cost: 547 ms
167 fail, cost: 443 ms
168 fail, cost: 1176 ms
169 fail, cost: 351 ms
170 fail, cost: 410 ms
171 fail, cost: 411 ms
172 fail, cost: 687 ms
173 fail, cost: 434 ms
174 fail, cost: 1050 ms
175 fail, cost: 434 ms
176 fail, cost: 570 ms
177 fail, cost: 464 ms
178 fail, cost: 639 ms
179 fail, cost: 358 ms
180 fail, cost: 970 ms
181 fail, cost: 357 ms
182 fail, cost: 465 ms
183 fail, cost: 584 ms
184 fail, cost: 423 ms
185 fail, cost: 461 ms
186 fail, cost: 612 ms
187 fail, cost: 1422 ms
188 fail, cost: 389 ms
189 fail, cost: 456 ms
190 fail, cost: 383 ms
191 fail, cost: 363 ms
192 fail, cost: 407 ms
193 fail, cost: 1181 ms
194 fail, cost: 445 ms
195 fail, cost: 476 ms
196 fail, cost: 345 ms
197 fail, cost: 410 ms
198 fail, cost: 498 ms
199 fail, cost: 406 ms
200 fail, cost: 1225 ms
201 fail, cost: 689 ms
202 fail, cost: 519 ms
203 fail, cost: 468 ms
204 fail, cost: 433 ms
205 fail, cost: 501 ms
206 fail, cost: 1095 ms
207 fail, cost: 434 ms
208 fail, cost: 641 ms
209 fail, cost: 644 ms
210 fail, cost: 1234 ms
211 fail, cost: 442 ms
212 fail, cost: 538 ms
213 fail, cost: 301 ms
214 fail, cost: 409 ms
215 fail, cost: 475 ms
216 fail, cost: 659 ms
217 fail, cost: 915 ms
218 fail, cost: 664 ms
219 fail, cost: 320 ms
220 fail, cost: 429 ms
221 fail, cost: 461 ms
222 fail, cost: 391 ms
223 fail, cost: 447 ms
224 fail, cost: 992 ms
225 fail, cost: 338 ms
226 fail, cost: 485 ms
227 fail, cost: 576 ms
228 fail, cost: 463 ms
229 fail, cost: 321 ms
230 fail, cost: 626 ms
231 fail, cost: 1144 ms
232 fail, cost: 705 ms
233 fail, cost: 616 ms
234 fail, cost: 450 ms
235 fail, cost: 584 ms
236 fail, cost: 1366 ms
237 fail, cost: 461 ms
238 fail, cost: 497 ms
239 fail, cost: 429 ms
240 fail, cost: 793 ms
241 fail, cost: 1190 ms
242 fail, cost: 714 ms
243 fail, cost: 408 ms
244 fail, cost: 669 ms
245 fail, cost: 592 ms
246 fail, cost: 1104 ms
247 fail, cost: 420 ms
248 fail, cost: 552 ms
249 fail, cost: 360 ms
250 fail, cost: 342 ms
251 fail, cost: 288 ms
252 fail, cost: 316 ms
253 fail, cost: 896 ms
254 fail, cost: 351 ms
255 fail, cost: 272 ms
