0 fail, cost: 555 ms
230 fail, cost: 712 ms
231 fail, cost: 556 ms
232 fail, cost: 679 ms
233 fail, cost: 638 ms
234 fail, cost: 1165 ms
235 fail, cost: 485 ms
236 fail, cost: 723 ms
237 fail, cost: 566 ms
238 fail, cost: 581 ms
239 fail, cost: 526 ms
240 fail, cost: 1514 ms
241 fail, cost: 644 ms
242 fail, cost: 598 ms
243 fail, cost: 537 ms
244 fail, cost: 1332 ms
245 fail, cost: 568 ms
246 fail, cost: 532 ms
247 fail, cost: 494 ms
248 fail, cost: 886 ms
249 fail, cost: 1291 ms
250 fail, cost: 619 ms
251 fail, cost: 477 ms
252 fail, cost: 635 ms
253 fail, cost: 559 ms
254 fail, cost: 479 ms
255 fail, cost: 919 ms
