0 fail, cost: 409 ms
142 fail, cost: 776 ms
143 fail, cost: 640 ms
144 fail, cost: 426 ms
145 fail, cost: 1330 ms
146 fail, cost: 565 ms
147 fail, cost: 515 ms
148 fail, cost: 695 ms
149 fail, cost: 541 ms
150 fail, cost: 1136 ms
151 fail, cost: 476 ms
152 fail, cost: 606 ms
153 fail, cost: 571 ms
154 fail, cost: 625 ms
155 fail, cost: 1042 ms
156 fail, cost: 759 ms
157 fail, cost: 445 ms
158 fail, cost: 405 ms
159 fail, cost: 296 ms
160 fail, cost: 721 ms
161 fail, cost: 1135 ms
162 fail, cost: 640 ms
163 fail, cost: 559 ms
164 fail, cost: 824 ms
165 fail, cost: 658 ms
166 fail, cost: 1435 ms
167 fail, cost: 832 ms
168 fail, cost: 707 ms
169 fail, cost: 780 ms
170 fail, cost: 1431 ms
171 fail, cost: 690 ms
172 fail, cost: 918 ms
173 fail, cost: 762 ms
174 fail, cost: 1559 ms
175 fail, cost: 687 ms
176 fail, cost: 741 ms
177 fail, cost: 652 ms
178 fail, cost: 1361 ms
179 fail, cost: 756 ms
180 fail, cost: 607 ms
181 fail, cost: 501 ms
182 fail, cost: 549 ms
183 fail, cost: 516 ms
184 fail, cost: 1190 ms
185 fail, cost: 488 ms
186 fail, cost: 366 ms
187 fail, cost: 429 ms
188 fail, cost: 670 ms
189 fail, cost: 541 ms
190 fail, cost: 1020 ms
191 fail, cost: 425 ms
192 fail, cost: 836 ms
193 fail, cost: 626 ms
194 fail, cost: 569 ms
195 fail, cost: 1228 ms
196 fail, cost: 799 ms
197 fail, cost: 568 ms
198 fail, cost: 620 ms
199 fail, cost: 1233 ms
200 fail, cost: 818 ms
201 fail, cost: 750 ms
202 fail, cost: 716 ms
203 fail, cost: 1417 ms
204 fail, cost: 756 ms
205 fail, cost: 797 ms
206 fail, cost: 633 ms
207 fail, cost: 524 ms
208 fail, cost: 1533 ms
209 fail, cost: 662 ms
210 fail, cost: 765 ms
211 fail, cost: 585 ms
212 fail, cost: 849 ms
213 fail, cost: 1462 ms
214 fail, cost: 462 ms
215 fail, cost: 451 ms
216 fail, cost: 479 ms
217 fail, cost: 722 ms
218 fail, cost: 1221 ms
219 fail, cost: 577 ms
220 fail, cost: 788 ms
221 fail, cost: 512 ms
222 fail, cost: 494 ms
223 fail, cost: 385 ms
224 fail, cost: 1266 ms
225 fail, cost: 766 ms
226 fail, cost: 711 ms
227 fail, cost: 700 ms
228 fail, cost: 1370 ms
229 fail, cost: 677 ms
230 fail, cost: 692 ms
231 fail, cost: 541 ms
232 fail, cost: 644 ms
233 fail, cost: 1075 ms
234 fail, cost: 565 ms
235 fail, cost: 642 ms
236 fail, cost: 648 ms
237 fail, cost: 555 ms
238 fail, cost: 1178 ms
239 fail, cost: 507 ms
240 fail, cost: 630 ms
241 fail, cost: 445 ms
242 fail, cost: 417 ms
243 fail, cost: 378 ms
244 fail, cost: 674 ms
245 fail, cost: 1228 ms
246 fail, cost: 527 ms
247 fail, cost: 466 ms
248 fail, cost: 919 ms
249 fail, cost: 585 ms
250 fail, cost: 1068 ms
251 fail, cost: 632 ms
252 fail, cost: 786 ms
253 fail, cost: 623 ms
254 fail, cost: 533 ms
255 fail, cost: 565 ms
