0 fail, cost: 522 ms
175 fail, cost: 806 ms
176 fail, cost: 659 ms
177 fail, cost: 1511 ms
178 fail, cost: 626 ms
179 fail, cost: 574 ms
180 fail, cost: 566 ms
181 fail, cost: 450 ms
182 fail, cost: 474 ms
183 fail, cost: 1082 ms
184 fail, cost: 691 ms
185 fail, cost: 598 ms
186 fail, cost: 555 ms
187 fail, cost: 508 ms
188 fail, cost: 1165 ms
189 fail, cost: 467 ms
190 fail, cost: 504 ms
191 fail, cost: 477 ms
192 fail, cost: 652 ms
193 fail, cost: 1307 ms
194 fail, cost: 674 ms
195 fail, cost: 584 ms
196 fail, cost: 794 ms
197 fail, cost: 496 ms
198 fail, cost: 1107 ms
199 fail, cost: 518 ms
200 fail, cost: 709 ms
201 fail, cost: 770 ms
202 fail, cost: 663 ms
203 fail, cost: 1357 ms
204 fail, cost: 534 ms
205 fail, cost: 535 ms
206 fail, cost: 484 ms
207 fail, cost: 463 ms
208 fail, cost: 1388 ms
209 fail, cost: 548 ms
210 fail, cost: 680 ms
211 fail, cost: 644 ms
212 fail, cost: 514 ms
213 fail, cost: 1171 ms
214 fail, cost: 520 ms
215 fail, cost: 595 ms
216 fail, cost: 707 ms
217 fail, cost: 523 ms
218 fail, cost: 508 ms
219 fail, cost: 1120 ms
220 fail, cost: 503 ms
221 fail, cost: 746 ms
222 fail, cost: 476 ms
223 fail, cost: 445 ms
224 fail, cost: 1425 ms
225 fail, cost: 593 ms
226 fail, cost: 601 ms
227 fail, cost: 497 ms
228 fail, cost: 531 ms
229 fail, cost: 1069 ms
230 fail, cost: 525 ms
231 fail, cost: 441 ms
232 fail, cost: 647 ms
233 fail, cost: 553 ms
234 fail, cost: 587 ms
235 fail, cost: 1160 ms
236 fail, cost: 588 ms
237 fail, cost: 527 ms
238 fail, cost: 483 ms
239 fail, cost: 453 ms
240 fail, cost: 601 ms
241 fail, cost: 1290 ms
242 fail, cost: 514 ms
243 fail, cost: 664 ms
244 fail, cost: 494 ms
245 fail, cost: 513 ms
246 fail, cost: 976 ms
247 fail, cost: 471 ms
248 fail, cost: 927 ms
249 fail, cost: 666 ms
250 fail, cost: 718 ms
251 fail, cost: 1132 ms
252 fail, cost: 434 ms
253 fail, cost: 395 ms
254 fail, cost: 417 ms
255 fail, cost: 594 ms
