0 fail, cost: 787 ms
160 fail, cost: 1376 ms
161 fail, cost: 735 ms
162 fail, cost: 609 ms
163 fail, cost: 495 ms
164 fail, cost: 610 ms
165 fail, cost: 1047 ms
166 fail, cost: 595 ms
167 fail, cost: 485 ms
168 fail, cost: 724 ms
169 fail, cost: 436 ms
170 fail, cost: 633 ms
171 fail, cost: 1003 ms
172 fail, cost: 536 ms
173 fail, cost: 450 ms
174 fail, cost: 488 ms
175 fail, cost: 491 ms
176 fail, cost: 916 ms
177 fail, cost: 1160 ms
178 fail, cost: 639 ms
179 fail, cost: 565 ms
180 fail, cost: 698 ms
181 fail, cost: 532 ms
182 fail, cost: 1196 ms
183 fail, cost: 498 ms
184 fail, cost: 599 ms
185 fail, cost: 529 ms
186 fail, cost: 579 ms
187 fail, cost: 433 ms
188 fail, cost: 1143 ms
189 fail, cost: 441 ms
190 fail, cost: 531 ms
191 fail, cost: 477 ms
192 fail, cost: 687 ms
193 fail, cost: 693 ms
194 fail, cost: 1275 ms
195 fail, cost: 602 ms
196 fail, cost: 742 ms
197 fail, cost: 563 ms
198 fail, cost: 592 ms
199 fail, cost: 1162 ms
200 fail, cost: 652 ms
201 fail, cost: 519 ms
202 fail, cost: 622 ms
203 fail, cost: 552 ms
204 fail, cost: 1157 ms
205 fail, cost: 677 ms
206 fail, cost: 689 ms
207 fail, cost: 533 ms
208 fail, cost: 1266 ms
209 fail, cost: 737 ms
210 fail, cost: 585 ms
211 fail, cost: 498 ms
212 fail, cost: 560 ms
213 fail, cost: 586 ms
214 fail, cost: 1203 ms
215 fail, cost: 533 ms
216 fail, cost: 680 ms
217 fail, cost: 639 ms
218 fail, cost: 640 ms
219 fail, cost: 1119 ms
220 fail, cost: 598 ms
221 fail, cost: 654 ms
222 fail, cost: 525 ms
223 fail, cost: 607 ms
224 fail, cost: 1433 ms
225 fail, cost: 852 ms
226 fail, cost: 773 ms
227 fail, cost: 695 ms
228 fail, cost: 1320 ms
229 fail, cost: 576 ms
230 fail, cost: 857 ms
231 fail, cost: 632 ms
232 fail, cost: 720 ms
233 fail, cost: 1469 ms
234 fail, cost: 881 ms
235 fail, cost: 459 ms
236 fail, cost: 569 ms
237 fail, cost: 454 ms
238 fail, cost: 1310 ms
239 fail, cost: 460 ms
240 fail, cost: 834 ms
241 fail, cost: 647 ms
242 fail, cost: 632 ms
243 fail, cost: 1117 ms
244 fail, cost: 610 ms
245 fail, cost: 590 ms
246 fail, cost: 612 ms
247 fail, cost: 514 ms
248 fail, cost: 1322 ms
249 fail, cost: 585 ms
250 fail, cost: 529 ms
251 fail, cost: 371 ms
252 fail, cost: 605 ms
253 fail, cost: 347 ms
254 fail, cost: 1080 ms
255 fail, cost: 434 ms
