0 fail, cost: 337 ms
124 fail, cost: 438 ms
125 fail, cost: 359 ms
126 fail, cost: 292 ms
127 fail, cost: 346 ms
128 fail, cost: 988 ms
129 fail, cost: 288 ms
130 fail, cost: 343 ms
131 fail, cost: 402 ms
132 fail, cost: 343 ms
133 fail, cost: 314 ms
134 fail, cost: 388 ms
135 fail, cost: 322 ms
136 fail, cost: 342 ms
137 fail, cost: 302 ms
138 fail, cost: 902 ms
139 fail, cost: 322 ms
140 fail, cost: 418 ms
141 fail, cost: 371 ms
142 fail, cost: 315 ms
143 fail, cost: 325 ms
144 fail, cost: 391 ms
145 fail, cost: 973 ms
146 fail, cost: 274 ms
147 fail, cost: 234 ms
148 fail, cost: 477 ms
149 fail, cost: 298 ms
150 fail, cost: 329 ms
151 fail, cost: 293 ms
152 fail, cost: 448 ms
153 fail, cost: 440 ms
154 fail, cost: 947 ms
155 fail, cost: 218 ms
156 fail, cost: 452 ms
157 fail, cost: 358 ms
158 fail, cost: 276 ms
159 fail, cost: 234 ms
160 fail, cost: 454 ms
161 fail, cost: 328 ms
162 fail, cost: 385 ms
163 fail, cost: 960 ms
164 fail, cost: 440 ms
165 fail, cost: 436 ms
166 fail, cost: 404 ms
167 fail, cost: 334 ms
168 fail, cost: 388 ms
169 fail, cost: 360 ms
170 fail, cost: 316 ms
171 fail, cost: 872 ms
172 fail, cost: 404 ms
173 fail, cost: 363 ms
174 fail, cost: 354 ms
175 fail, cost: 253 ms
176 fail, cost: 409 ms
177 fail, cost: 432 ms
178 fail, cost: 243 ms
179 fail, cost: 249 ms
180 fail, cost: 997 ms
181 fail, cost: 377 ms
182 fail, cost: 324 ms
183 fail, cost: 261 ms
184 fail, cost: 385 ms
185 fail, cost: 434 ms
186 fail, cost: 301 ms
187 fail, cost: 237 ms
188 fail, cost: 1093 ms
189 fail, cost: 389 ms
190 fail, cost: 268 ms
191 fail, cost: 317 ms
192 fail, cost: 441 ms
193 fail, cost: 330 ms
194 fail, cost: 460 ms
195 fail, cost: 386 ms
196 fail, cost: 477 ms
197 fail, cost: 1182 ms
198 fail, cost: 537 ms
199 fail, cost: 495 ms
200 fail, cost: 382 ms
201 fail, cost: 423 ms
202 fail, cost: 334 ms
203 fail, cost: 1004 ms
204 fail, cost: 410 ms
205 fail, cost: 331 ms
206 fail, cost: 375 ms
207 fail, cost: 257 ms
208 fail, cost: 438 ms
209 fail, cost: 374 ms
210 fail, cost: 274 ms
211 fail, cost: 834 ms
212 fail, cost: 488 ms
213 fail, cost: 348 ms
214 fail, cost: 307 ms
215 fail, cost: 264 ms
216 fail, cost: 383 ms
217 fail, cost: 363 ms
218 fail, cost: 270 ms
219 fail, cost: 200 ms
220 fail, cost: 946 ms
221 fail, cost: 330 ms
222 fail, cost: 232 ms
223 fail, cost: 185 ms
224 fail, cost: 472 ms
225 fail, cost: 488 ms
226 fail, cost: 444 ms
227 fail, cost: 345 ms
228 fail, cost: 1233 ms
229 fail, cost: 623 ms
230 fail, cost: 446 ms
231 fail, cost: 468 ms
232 fail, cost: 571 ms
233 fail, cost: 1165 ms
234 fail, cost: 373 ms
235 fail, cost: 436 ms
236 fail, cost: 461 ms
237 fail, cost: 379 ms
238 fail, cost: 482 ms
239 fail, cost: 446 ms
240 fail, cost: 507 ms
241 fail, cost: 1029 ms
242 fail, cost: 374 ms
243 fail, cost: 248 ms
244 fail, cost: 527 ms
245 fail, cost: 455 ms
246 fail, cost: 275 ms
247 fail, cost: 264 ms
248 fail, cost: 467 ms
249 fail, cost: 867 ms
250 fail, cost: 236 ms
251 fail, cost: 189 ms
252 fail, cost: 363 ms
253 fail, cost: 289 ms
254 fail, cost: 252 ms
255 fail, cost: 238 ms
