0 fail, cost: 623 ms
69 fail, cost: 1386 ms
70 fail, cost: 793 ms
71 fail, cost: 982 ms
72 fail, cost: 1681 ms
73 fail, cost: 1010 ms
74 fail, cost: 1010 ms
75 fail, cost: 1514 ms
76 fail, cost: 936 ms
77 fail, cost: 707 ms
78 fail, cost: 650 ms
79 fail, cost: 608 ms
80 fail, cost: 1298 ms
81 fail, cost: 700 ms
82 fail, cost: 710 ms
83 fail, cost: 619 ms
84 fail, cost: 1372 ms
85 fail, cost: 727 ms
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 
86 success, cost: 36 ms
87 fail, cost: 639 ms
88 fail, cost: 1836 ms
89 fail, cost: 977 ms
90 fail, cost: 715 ms
91 fail, cost: 1067 ms
92 fail, cost: 1828 ms
93 fail, cost: 819 ms
94 fail, cost: 1296 ms
95 fail, cost: 1411 ms
96 fail, cost: 888 ms
97 fail, cost: 746 ms
98 fail, cost: 798 ms
99 fail, cost: 1428 ms
100 fail, cost: 998 ms
101 fail, cost: 738 ms
102 fail, cost: 743 ms
103 fail, cost: 1405 ms
104 fail, cost: 718 ms
105 fail, cost: 709 ms
106 fail, cost: 842 ms
107 fail, cost: 754 ms
108 fail, cost: 1564 ms
109 fail, cost: 882 ms
110 fail, cost: 965 ms
111 fail, cost: 1561 ms
112 fail, cost: 1105 ms
113 fail, cost: 935 ms
114 fail, cost: 900 ms
115 fail, cost: 1411 ms
116 fail, cost: 968 ms
117 fail, cost: 797 ms
118 fail, cost: 1485 ms
119 fail, cost: 641 ms
120 fail, cost: 702 ms
121 fail, cost: 689 ms
122 fail, cost: 644 ms
123 fail, cost: 1292 ms
124 fail, cost: 671 ms
125 fail, cost: 563 ms
126 fail, cost: 644 ms
127 fail, cost: 547 ms
128 fail, cost: 1498 ms
129 fail, cost: 711 ms
130 fail, cost: 772 ms
131 fail, cost: 1135 ms
132 fail, cost: 1588 ms
133 fail, cost: 657 ms
134 fail, cost: 847 ms
135 fail, cost: 737 ms
136 fail, cost: 1407 ms
137 fail, cost: 717 ms
138 fail, cost: 738 ms
139 fail, cost: 708 ms
140 fail, cost: 1513 ms
141 fail, cost: 806 ms
142 fail, cost: 911 ms
143 fail, cost: 982 ms
144 fail, cost: 1631 ms
145 fail, cost: 661 ms
146 fail, cost: 783 ms
147 fail, cost: 625 ms
148 fail, cost: 871 ms
149 fail, cost: 1186 ms
150 fail, cost: 695 ms
151 fail, cost: 642 ms
152 fail, cost: 716 ms
153 fail, cost: 1274 ms
154 fail, cost: 765 ms
155 fail, cost: 689 ms
156 fail, cost: 648 ms
157 fail, cost: 574 ms
158 fail, cost: 1206 ms
159 fail, cost: 534 ms
160 fail, cost: 696 ms
161 fail, cost: 704 ms
162 fail, cost: 686 ms
163 fail, cost: 1505 ms
164 fail, cost: 858 ms
165 fail, cost: 977 ms
166 fail, cost: 1631 ms
167 fail, cost: 778 ms
168 fail, cost: 1475 ms
169 fail, cost: 687 ms
170 fail, cost: 1401 ms
171 fail, cost: 835 ms
172 fail, cost: 877 ms
173 fail, cost: 934 ms
174 fail, cost: 1431 ms
175 fail, cost: 928 ms
176 fail, cost: 781 ms
177 fail, cost: 753 ms
178 fail, cost: 1348 ms
179 fail, cost: 730 ms
180 fail, cost: 713 ms
181 fail, cost: 752 ms
182 fail, cost: 1310 ms
183 fail, cost: 620 ms
184 fail, cost: 735 ms
185 fail, cost: 665 ms
186 fail, cost: 623 ms
187 fail, cost: 1177 ms
188 fail, cost: 798 ms
189 fail, cost: 521 ms
190 fail, cost: 595 ms
191 fail, cost: 573 ms
192 fail, cost: 1385 ms
193 fail, cost: 718 ms
194 fail, cost: 678 ms
195 fail, cost: 663 ms
196 fail, cost: 1520 ms
197 fail, cost: 712 ms
198 fail, cost: 659 ms
199 fail, cost: 633 ms
200 fail, cost: 944 ms
201 fail, cost: 1475 ms
202 fail, cost: 937 ms
203 fail, cost: 1025 ms
204 fail, cost: 1773 ms
205 fail, cost: 1055 ms
206 fail, cost: 1078 ms
207 fail, cost: 699 ms
208 fail, cost: 1650 ms
209 fail, cost: 983 ms
210 fail, cost: 991 ms
211 fail, cost: 1672 ms
212 fail, cost: 963 ms
213 fail, cost: 763 ms
214 fail, cost: 843 ms
215 fail, cost: 1539 ms
216 fail, cost: 861 ms
217 fail, cost: 739 ms
218 fail, cost: 924 ms
219 fail, cost: 1111 ms
220 fail, cost: 741 ms
221 fail, cost: 603 ms
222 fail, cost: 725 ms
223 fail, cost: 1222 ms
224 fail, cost: 1107 ms
225 fail, cost: 685 ms
226 fail, cost: 797 ms
227 fail, cost: 1305 ms
228 fail, cost: 881 ms
229 fail, cost: 646 ms
230 fail, cost: 793 ms
231 fail, cost: 1106 ms
232 fail, cost: 717 ms
233 fail, cost: 614 ms
234 fail, cost: 691 ms
235 fail, cost: 705 ms
236 fail, cost: 1506 ms
237 fail, cost: 516 ms
238 fail, cost: 609 ms
239 fail, cost: 656 ms
240 fail, cost: 716 ms
241 fail, cost: 1314 ms
242 fail, cost: 631 ms
243 fail, cost: 505 ms
244 fail, cost: 1208 ms
245 fail, cost: 1673 ms
246 fail, cost: 1306 ms
247 fail, cost: 1189 ms
248 fail, cost: 1678 ms
249 fail, cost: 723 ms
250 fail, cost: 967 ms
251 fail, cost: 1001 ms
252 fail, cost: 1591 ms
253 fail, cost: 871 ms
254 fail, cost: 959 ms
255 fail, cost: 934 ms
