0 fail, cost: 691 ms
161 fail, cost: 608 ms
162 fail, cost: 728 ms
163 fail, cost: 1090 ms
164 fail, cost: 545 ms
165 fail, cost: 595 ms
166 fail, cost: 779 ms
167 fail, cost: 653 ms
168 fail, cost: 1371 ms
169 fail, cost: 530 ms
170 fail, cost: 407 ms
171 fail, cost: 417 ms
172 fail, cost: 519 ms
173 fail, cost: 1261 ms
174 fail, cost: 431 ms
175 fail, cost: 390 ms
176 fail, cost: 503 ms
177 fail, cost: 626 ms
178 fail, cost: 527 ms
179 fail, cost: 1058 ms
180 fail, cost: 587 ms
181 fail, cost: 556 ms
182 fail, cost: 668 ms
183 fail, cost: 579 ms
184 fail, cost: 1323 ms
185 fail, cost: 620 ms
186 fail, cost: 730 ms
187 fail, cost: 553 ms
188 fail, cost: 660 ms
189 fail, cost: 1249 ms
190 fail, cost: 631 ms
191 fail, cost: 521 ms
192 fail, cost: 721 ms
193 fail, cost: 488 ms
194 fail, cost: 1193 ms
195 fail, cost: 484 ms
196 fail, cost: 569 ms
197 fail, cost: 394 ms
198 fail, cost: 399 ms
199 fail, cost: 419 ms
200 fail, cost: 1105 ms
201 fail, cost: 414 ms
202 fail, cost: 471 ms
203 fail, cost: 418 ms
204 fail, cost: 432 ms
205 fail, cost: 469 ms
206 fail, cost: 1387 ms
207 fail, cost: 742 ms
208 fail, cost: 494 ms
209 fail, cost: 508 ms
210 fail, cost: 494 ms
211 fail, cost: 511 ms
212 fail, cost: 1191 ms
213 fail, cost: 419 ms
214 fail, cost: 435 ms
215 fail, cost: 329 ms
216 fail, cost: 498 ms
217 fail, cost: 381 ms
218 fail, cost: 1017 ms
219 fail, cost: 373 ms
220 fail, cost: 382 ms
221 fail, cost: 424 ms
222 fail, cost: 320 ms
223 fail, cost: 525 ms
224 fail, cost: 1360 ms
225 fail, cost: 415 ms
226 fail, cost: 372 ms
227 fail, cost: 474 ms
228 fail, cost: 470 ms
229 fail, cost: 551 ms
230 fail, cost: 1213 ms
231 fail, cost: 581 ms
232 fail, cost: 772 ms
233 fail, cost: 547 ms
234 fail, cost: 667 ms
235 fail, cost: 1138 ms
236 fail, cost: 660 ms
237 fail, cost: 439 ms
238 fail, cost: 342 ms
239 fail, cost: 473 ms
240 fail, cost: 1224 ms
241 fail, cost: 666 ms
242 fail, cost: 623 ms
243 fail, cost: 597 ms
244 fail, cost: 746 ms
245 fail, cost: 1139 ms
246 fail, cost: 560 ms
247 fail, cost: 779 ms
248 fail, cost: 830 ms
249 fail, cost: 620 ms
250 fail, cost: 1276 ms
251 fail, cost: 480 ms
252 fail, cost: 541 ms
253 fail, cost: 676 ms
254 fail, cost: 781 ms
255 fail, cost: 1157 ms
