0 fail, cost: 442 ms
230 fail, cost: 359 ms
231 fail, cost: 478 ms
232 fail, cost: 449 ms
233 fail, cost: 574 ms
234 fail, cost: 1037 ms
235 fail, cost: 495 ms
236 fail, cost: 531 ms
237 fail, cost: 471 ms
238 fail, cost: 561 ms
239 fail, cost: 576 ms
240 fail, cost: 1245 ms
241 fail, cost: 570 ms
242 fail, cost: 474 ms
243 fail, cost: 365 ms
244 fail, cost: 482 ms
245 fail, cost: 975 ms
246 fail, cost: 457 ms
247 fail, cost: 358 ms
248 fail, cost: 373 ms
249 fail, cost: 421 ms
250 fail, cost: 425 ms
251 fail, cost: 361 ms
252 fail, cost: 509 ms
253 fail, cost: 1024 ms
254 fail, cost: 571 ms
255 fail, cost: 397 ms
