0 fail, cost: 901 ms
146 fail, cost: 1241 ms
147 fail, cost: 1297 ms
148 fail, cost: 2002 ms
149 fail, cost: 1232 ms
150 fail, cost: 1124 ms
151 fail, cost: 1647 ms
152 fail, cost: 1195 ms
153 fail, cost: 1303 ms
154 fail, cost: 1890 ms
155 fail, cost: 1027 ms
156 fail, cost: 1084 ms
157 fail, cost: 1681 ms
158 fail, cost: 986 ms
159 fail, cost: 598 ms
160 fail, cost: 1448 ms
161 fail, cost: 718 ms
162 fail, cost: 767 ms
163 fail, cost: 722 ms
164 fail, cost: 873 ms
165 fail, cost: 1344 ms
166 fail, cost: 765 ms
167 fail, cost: 753 ms
168 fail, cost: 822 ms
169 fail, cost: 1286 ms
170 fail, cost: 750 ms
171 fail, cost: 840 ms
172 fail, cost: 738 ms
173 fail, cost: 776 ms
174 fail, cost: 1283 ms
175 fail, cost: 742 ms
176 fail, cost: 805 ms
177 fail, cost: 882 ms
178 fail, cost: 1598 ms
179 fail, cost: 1284 ms
180 fail, cost: 1093 ms
181 fail, cost: 1549 ms
182 fail, cost: 1084 ms
183 fail, cost: 908 ms
184 fail, cost: 1679 ms
185 fail, cost: 1121 ms
186 fail, cost: 871 ms
187 fail, cost: 1017 ms
188 fail, cost: 1745 ms
189 fail, cost: 772 ms
190 fail, cost: 943 ms
191 fail, cost: 1604 ms
192 fail, cost: 986 ms
193 fail, cost: 1124 ms
194 fail, cost: 1532 ms
195 fail, cost: 947 ms
196 fail, cost: 836 ms
197 fail, cost: 971 ms
198 fail, cost: 1265 ms
199 fail, cost: 670 ms
200 fail, cost: 754 ms
201 fail, cost: 789 ms
202 fail, cost: 1381 ms
203 fail, cost: 732 ms
204 fail, cost: 913 ms
205 fail, cost: 831 ms
206 fail, cost: 1276 ms
207 fail, cost: 560 ms
208 fail, cost: 778 ms
209 fail, cost: 829 ms
210 fail, cost: 604 ms
211 fail, cost: 1267 ms
212 fail, cost: 664 ms
213 fail, cost: 520 ms
214 fail, cost: 550 ms
215 fail, cost: 507 ms
216 fail, cost: 1161 ms
217 fail, cost: 515 ms
218 fail, cost: 502 ms
219 fail, cost: 636 ms
1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
220 success, cost: 384 ms
221 fail, cost: 1260 ms
222 fail, cost: 753 ms
223 fail, cost: 875 ms
224 fail, cost: 797 ms
225 fail, cost: 1451 ms
226 fail, cost: 772 ms
227 fail, cost: 992 ms
228 fail, cost: 1534 ms
229 fail, cost: 972 ms
230 fail, cost: 915 ms
231 fail, cost: 1087 ms
232 fail, cost: 1561 ms
233 fail, cost: 866 ms
234 fail, cost: 1074 ms
235 fail, cost: 1467 ms
236 fail, cost: 859 ms
237 fail, cost: 965 ms
238 fail, cost: 944 ms
239 fail, cost: 1586 ms
240 fail, cost: 1026 ms
241 fail, cost: 714 ms
242 fail, cost: 831 ms
243 fail, cost: 1233 ms
244 fail, cost: 708 ms
245 fail, cost: 681 ms
246 fail, cost: 721 ms
247 fail, cost: 1157 ms
248 fail, cost: 716 ms
249 fail, cost: 709 ms
250 fail, cost: 783 ms
251 fail, cost: 593 ms
252 fail, cost: 1359 ms
253 fail, cost: 545 ms
254 fail, cost: 728 ms
255 fail, cost: 536 ms
