0 fail, cost: 444 ms
125 fail, cost: 631 ms
126 fail, cost: 634 ms
127 fail, cost: 736 ms
128 fail, cost: 777 ms
129 fail, cost: 1540 ms
130 fail, cost: 806 ms
131 fail, cost: 939 ms
132 fail, cost: 1298 ms
133 fail, cost: 615 ms
134 fail, cost: 634 ms
135 fail, cost: 472 ms
136 fail, cost: 463 ms
137 fail, cost: 438 ms
138 fail, cost: 1271 ms
139 fail, cost: 639 ms
140 fail, cost: 748 ms
141 fail, cost: 634 ms
142 fail, cost: 391 ms
143 fail, cost: 918 ms
144 fail, cost: 768 ms
145 fail, cost: 556 ms
146 fail, cost: 581 ms
147 fail, cost: 543 ms
148 fail, cost: 1220 ms
149 fail, cost: 653 ms
150 fail, cost: 521 ms
151 fail, cost: 546 ms
152 fail, cost: 1013 ms
153 fail, cost: 1167 ms
154 fail, cost: 531 ms
155 fail, cost: 478 ms
156 fail, cost: 940 ms
157 fail, cost: 454 ms
158 fail, cost: 1293 ms
159 fail, cost: 478 ms
160 fail, cost: 795 ms
161 fail, cost: 883 ms
162 fail, cost: 734 ms
163 fail, cost: 1529 ms
164 fail, cost: 662 ms
165 fail, cost: 772 ms
166 fail, cost: 565 ms
167 fail, cost: 1214 ms
168 fail, cost: 883 ms
169 fail, cost: 614 ms
170 fail, cost: 866 ms
171 fail, cost: 1261 ms
172 fail, cost: 433 ms
173 fail, cost: 382 ms
174 fail, cost: 377 ms
175 fail, cost: 270 ms
176 fail, cost: 686 ms
177 fail, cost: 528 ms
178 fail, cost: 1151 ms
179 fail, cost: 522 ms
180 fail, cost: 681 ms
181 fail, cost: 569 ms
182 fail, cost: 560 ms
183 fail, cost: 1112 ms
184 fail, cost: 651 ms
185 fail, cost: 634 ms
186 fail, cost: 759 ms
187 fail, cost: 1175 ms
188 fail, cost: 583 ms
189 fail, cost: 466 ms
190 fail, cost: 465 ms
191 fail, cost: 373 ms
192 fail, cost: 825 ms
193 fail, cost: 1278 ms
194 fail, cost: 983 ms
195 fail, cost: 712 ms
196 fail, cost: 690 ms
197 fail, cost: 556 ms
198 fail, cost: 1236 ms
199 fail, cost: 509 ms
200 fail, cost: 584 ms
201 fail, cost: 408 ms
202 fail, cost: 521 ms
203 fail, cost: 479 ms
204 fail, cost: 1266 ms
205 fail, cost: 385 ms
206 fail, cost: 426 ms
207 fail, cost: 429 ms
208 fail, cost: 818 ms
209 fail, cost: 621 ms
210 fail, cost: 1485 ms
211 fail, cost: 598 ms
212 fail, cost: 679 ms
213 fail, cost: 528 ms
214 fail, cost: 467 ms
215 fail, cost: 1000 ms
216 fail, cost: 423 ms
217 fail, cost: 368 ms
218 fail, cost: 424 ms
219 fail, cost: 389 ms
220 fail, cost: 396 ms
221 fail, cost: 375 ms
222 fail, cost: 374 ms
223 fail, cost: 287 ms
224 fail, cost: 1251 ms
225 fail, cost: 548 ms
226 fail, cost: 554 ms
227 fail, cost: 515 ms
228 fail, cost: 550 ms
229 fail, cost: 1033 ms
230 fail, cost: 486 ms
231 fail, cost: 432 ms
232 fail, cost: 492 ms
233 fail, cost: 347 ms
234 fail, cost: 384 ms
235 fail, cost: 345 ms
236 fail, cost: 326 ms
237 fail, cost: 894 ms
238 fail, cost: 396 ms
239 fail, cost: 267 ms
240 fail, cost: 580 ms
241 fail, cost: 500 ms
242 fail, cost: 519 ms
243 fail, cost: 566 ms
244 fail, cost: 1269 ms
245 fail, cost: 520 ms
246 fail, cost: 664 ms
247 fail, cost: 507 ms
248 fail, cost: 666 ms
249 fail, cost: 1243 ms
250 fail, cost: 688 ms
251 fail, cost: 458 ms
252 fail, cost: 500 ms
253 fail, cost: 348 ms
254 fail, cost: 469 ms
255 fail, cost: 337 ms
