0 fail, cost: 623 ms
72 fail, cost: 608 ms
73 fail, cost: 566 ms
74 fail, cost: 507 ms
75 fail, cost: 1067 ms
76 fail, cost: 538 ms
77 fail, cost: 575 ms
78 fail, cost: 724 ms
79 fail, cost: 421 ms
80 fail, cost: 645 ms
81 fail, cost: 1178 ms
82 fail, cost: 714 ms
83 fail, cost: 728 ms
84 fail, cost: 754 ms
85 fail, cost: 1397 ms
86 fail, cost: 542 ms
87 fail, cost: 395 ms
88 fail, cost: 580 ms
89 fail, cost: 545 ms
90 fail, cost: 1046 ms
91 fail, cost: 336 ms
92 fail, cost: 587 ms
93 fail, cost: 444 ms
94 fail, cost: 319 ms
95 fail, cost: 348 ms
96 fail, cost: 644 ms
97 fail, cost: 1256 ms
98 fail, cost: 588 ms
99 fail, cost: 559 ms
100 fail, cost: 599 ms
101 fail, cost: 513 ms
102 fail, cost: 963 ms
103 fail, cost: 391 ms
104 fail, cost: 491 ms
105 fail, cost: 426 ms
106 fail, cost: 532 ms
107 fail, cost: 537 ms
108 fail, cost: 1001 ms
109 fail, cost: 480 ms
110 fail, cost: 352 ms
111 fail, cost: 362 ms
112 fail, cost: 537 ms
113 fail, cost: 537 ms
114 fail, cost: 395 ms
115 fail, cost: 1139 ms
116 fail, cost: 521 ms
117 fail, cost: 696 ms
118 fail, cost: 371 ms
119 fail, cost: 381 ms
120 fail, cost: 438 ms
121 fail, cost: 446 ms
122 fail, cost: 970 ms
123 fail, cost: 273 ms
124 fail, cost: 454 ms
125 fail, cost: 358 ms
126 fail, cost: 292 ms
127 fail, cost: 333 ms
128 fail, cost: 656 ms
129 fail, cost: 1140 ms
130 fail, cost: 502 ms
131 fail, cost: 513 ms
132 fail, cost: 648 ms
133 fail, cost: 548 ms
134 fail, cost: 364 ms
135 fail, cost: 1170 ms
136 fail, cost: 564 ms
137 fail, cost: 572 ms
138 fail, cost: 592 ms
139 fail, cost: 640 ms
140 fail, cost: 1201 ms
141 fail, cost: 601 ms
142 fail, cost: 409 ms
143 fail, cost: 345 ms
144 fail, cost: 611 ms
145 fail, cost: 476 ms
146 fail, cost: 1028 ms
147 fail, cost: 331 ms
148 fail, cost: 538 ms
149 fail, cost: 462 ms
150 fail, cost: 380 ms
151 fail, cost: 350 ms
152 fail, cost: 1100 ms
153 fail, cost: 427 ms
154 fail, cost: 383 ms
155 fail, cost: 327 ms
156 fail, cost: 396 ms
157 fail, cost: 402 ms
158 fail, cost: 360 ms
159 fail, cost: 254 ms
160 fail, cost: 1207 ms
161 fail, cost: 565 ms
162 fail, cost: 635 ms
163 fail, cost: 689 ms
164 fail, cost: 624 ms
165 fail, cost: 1160 ms
166 fail, cost: 411 ms
167 fail, cost: 364 ms
168 fail, cost: 600 ms
169 fail, cost: 513 ms
170 fail, cost: 487 ms
171 fail, cost: 1312 ms
172 fail, cost: 674 ms
173 fail, cost: 478 ms
174 fail, cost: 522 ms
175 fail, cost: 442 ms
176 fail, cost: 594 ms
177 fail, cost: 1181 ms
178 fail, cost: 422 ms
179 fail, cost: 428 ms
180 fail, cost: 614 ms
181 fail, cost: 540 ms
182 fail, cost: 409 ms
183 fail, cost: 1010 ms
184 fail, cost: 503 ms
185 fail, cost: 389 ms
186 fail, cost: 391 ms
187 fail, cost: 359 ms
188 fail, cost: 390 ms
189 fail, cost: 451 ms
190 fail, cost: 873 ms
191 fail, cost: 281 ms
192 fail, cost: 720 ms
193 fail, cost: 607 ms
194 fail, cost: 489 ms
195 fail, cost: 468 ms
196 fail, cost: 1160 ms
197 fail, cost: 596 ms
198 fail, cost: 357 ms
199 fail, cost: 352 ms
200 fail, cost: 555 ms
201 fail, cost: 710 ms
202 fail, cost: 1110 ms
203 fail, cost: 727 ms
204 fail, cost: 596 ms
205 fail, cost: 557 ms
206 fail, cost: 422 ms
207 fail, cost: 1289 ms
208 fail, cost: 643 ms
209 fail, cost: 604 ms
210 fail, cost: 466 ms
211 fail, cost: 409 ms
212 fail, cost: 644 ms
213 fail, cost: 1246 ms
214 fail, cost: 548 ms
215 fail, cost: 443 ms
216 fail, cost: 627 ms
217 fail, cost: 428 ms
218 fail, cost: 445 ms
219 fail, cost: 954 ms
220 fail, cost: 542 ms
221 fail, cost: 421 ms
222 fail, cost: 291 ms
223 fail, cost: 427 ms
224 fail, cost: 689 ms
225 fail, cost: 1191 ms
226 fail, cost: 465 ms
227 fail, cost: 538 ms
228 fail, cost: 477 ms
229 fail, cost: 521 ms
230 fail, cost: 1182 ms
231 fail, cost: 437 ms
232 fail, cost: 538 ms
233 fail, cost: 516 ms
234 fail, cost: 434 ms
235 fail, cost: 468 ms
236 fail, cost: 491 ms
237 fail, cost: 1205 ms
238 fail, cost: 571 ms
239 fail, cost: 452 ms
240 fail, cost: 535 ms
241 fail, cost: 440 ms
242 fail, cost: 361 ms
243 fail, cost: 1022 ms
244 fail, cost: 580 ms
245 fail, cost: 513 ms
246 fail, cost: 435 ms
247 fail, cost: 394 ms
248 fail, cost: 638 ms
249 fail, cost: 1074 ms
250 fail, cost: 403 ms
251 fail, cost: 511 ms
252 fail, cost: 643 ms
253 fail, cost: 489 ms
254 fail, cost: 341 ms
255 fail, cost: 388 ms
