0 fail, cost: 359 ms
163 fail, cost: 278 ms
164 fail, cost: 441 ms
165 fail, cost: 314 ms
166 fail, cost: 359 ms
167 fail, cost: 312 ms
168 fail, cost: 388 ms
169 fail, cost: 315 ms
170 fail, cost: 317 ms
171 fail, cost: 937 ms
172 fail, cost: 341 ms
173 fail, cost: 306 ms
174 fail, cost: 356 ms
175 fail, cost: 325 ms
176 fail, cost: 435 ms
177 fail, cost: 426 ms
178 fail, cost: 296 ms
179 fail, cost: 933 ms
180 fail, cost: 360 ms
181 fail, cost: 276 ms
182 fail, cost: 282 ms
183 fail, cost: 346 ms
184 fail, cost: 325 ms
185 fail, cost: 304 ms
186 fail, cost: 283 ms
187 fail, cost: 253 ms
188 fail, cost: 901 ms
189 fail, cost: 340 ms
190 fail, cost: 312 ms
191 fail, cost: 235 ms
192 fail, cost: 481 ms
193 fail, cost: 327 ms
194 fail, cost: 302 ms
195 fail, cost: 379 ms
196 fail, cost: 1127 ms
197 fail, cost: 485 ms
198 fail, cost: 492 ms
199 fail, cost: 427 ms
200 fail, cost: 467 ms
201 fail, cost: 334 ms
202 fail, cost: 311 ms
203 fail, cost: 879 ms
204 fail, cost: 368 ms
205 fail, cost: 387 ms
206 fail, cost: 325 ms
207 fail, cost: 392 ms
208 fail, cost: 493 ms
209 fail, cost: 360 ms
210 fail, cost: 354 ms
211 fail, cost: 985 ms
212 fail, cost: 522 ms
213 fail, cost: 389 ms
214 fail, cost: 430 ms
215 fail, cost: 437 ms
216 fail, cost: 431 ms
217 fail, cost: 357 ms
218 fail, cost: 891 ms
219 fail, cost: 306 ms
220 fail, cost: 344 ms
221 fail, cost: 373 ms
222 fail, cost: 344 ms
223 fail, cost: 298 ms
224 fail, cost: 536 ms
225 fail, cost: 358 ms
226 fail, cost: 901 ms
227 fail, cost: 267 ms
228 fail, cost: 357 ms
229 fail, cost: 259 ms
230 fail, cost: 313 ms
231 fail, cost: 247 ms
232 fail, cost: 364 ms
233 fail, cost: 275 ms
234 fail, cost: 296 ms
235 fail, cost: 282 ms
236 fail, cost: 897 ms
237 fail, cost: 333 ms
238 fail, cost: 302 ms
239 fail, cost: 274 ms
240 fail, cost: 368 ms
241 fail, cost: 260 ms
242 fail, cost: 244 ms
243 fail, cost: 234 ms
244 fail, cost: 365 ms
245 fail, cost: 846 ms
246 fail, cost: 359 ms
247 fail, cost: 264 ms
248 fail, cost: 355 ms
249 fail, cost: 290 ms
250 fail, cost: 325 ms
251 fail, cost: 356 ms
252 fail, cost: 336 ms
253 fail, cost: 365 ms
254 fail, cost: 905 ms
255 fail, cost: 278 ms
