0 fail, cost: 698 ms
94 fail, cost: 994 ms
95 fail, cost: 1332 ms
96 fail, cost: 1077 ms
97 fail, cost: 698 ms
98 fail, cost: 831 ms
99 fail, cost: 1307 ms
100 fail, cost: 852 ms
101 fail, cost: 709 ms
102 fail, cost: 624 ms
103 fail, cost: 1178 ms
104 fail, cost: 640 ms
105 fail, cost: 604 ms
106 fail, cost: 505 ms
107 fail, cost: 565 ms
108 fail, cost: 1191 ms
109 fail, cost: 465 ms
110 fail, cost: 561 ms
111 fail, cost: 535 ms
112 fail, cost: 914 ms
113 fail, cost: 1629 ms
114 fail, cost: 974 ms
115 fail, cost: 739 ms
116 fail, cost: 1835 ms
117 fail, cost: 883 ms
118 fail, cost: 709 ms
119 fail, cost: 1010 ms
120 fail, cost: 1420 ms
121 fail, cost: 577 ms
122 fail, cost: 815 ms
123 fail, cost: 557 ms
124 fail, cost: 711 ms
125 fail, cost: 1124 ms
126 fail, cost: 524 ms
127 fail, cost: 447 ms
128 fail, cost: 690 ms
129 fail, cost: 657 ms
130 fail, cost: 1270 ms
131 fail, cost: 643 ms
132 fail, cost: 648 ms
133 fail, cost: 633 ms
134 fail, cost: 639 ms
135 fail, cost: 1171 ms
136 fail, cost: 646 ms
137 fail, cost: 757 ms
138 fail, cost: 826 ms
139 fail, cost: 1313 ms
140 fail, cost: 762 ms
141 fail, cost: 836 ms
142 fail, cost: 790 ms
143 fail, cost: 1412 ms
144 fail, cost: 600 ms
145 fail, cost: 487 ms
146 fail, cost: 557 ms
147 fail, cost: 495 ms
148 fail, cost: 532 ms
149 fail, cost: 1349 ms
150 fail, cost: 490 ms
151 fail, cost: 557 ms
152 fail, cost: 608 ms
153 fail, cost: 431 ms
154 fail, cost: 1331 ms
155 fail, cost: 523 ms
156 fail, cost: 437 ms
157 fail, cost: 528 ms
158 fail, cost: 489 ms
159 fail, cost: 1039 ms
160 fail, cost: 559 ms
161 fail, cost: 476 ms
162 fail, cost: 448 ms
163 fail, cost: 435 ms
164 fail, cost: 466 ms
165 fail, cost: 408 ms
166 fail, cost: 1041 ms
167 fail, cost: 446 ms
168 fail, cost: 500 ms
169 fail, cost: 431 ms
170 fail, cost: 526 ms
171 fail, cost: 402 ms
172 fail, cost: 474 ms
173 fail, cost: 1321 ms
174 fail, cost: 467 ms
175 fail, cost: 436 ms
176 fail, cost: 567 ms
177 fail, cost: 406 ms
178 fail, cost: 1141 ms
179 fail, cost: 550 ms
180 fail, cost: 555 ms
181 fail, cost: 488 ms
182 fail, cost: 481 ms
183 fail, cost: 733 ms
184 fail, cost: 1202 ms
185 fail, cost: 410 ms
186 fail, cost: 482 ms
187 fail, cost: 528 ms
188 fail, cost: 626 ms
189 fail, cost: 556 ms
190 fail, cost: 1105 ms
191 fail, cost: 671 ms
192 fail, cost: 940 ms
193 fail, cost: 718 ms
194 fail, cost: 1497 ms
195 fail, cost: 920 ms
196 fail, cost: 889 ms
197 fail, cost: 491 ms
198 fail, cost: 482 ms
199 fail, cost: 1196 ms
200 fail, cost: 563 ms
201 fail, cost: 439 ms
202 fail, cost: 501 ms
203 fail, cost: 415 ms
204 fail, cost: 480 ms
205 fail, cost: 399 ms
206 fail, cost: 1057 ms
207 fail, cost: 388 ms
208 fail, cost: 640 ms
209 fail, cost: 438 ms
210 fail, cost: 474 ms
211 fail, cost: 432 ms
212 fail, cost: 1130 ms
213 fail, cost: 407 ms
214 fail, cost: 386 ms
215 fail, cost: 443 ms
216 fail, cost: 495 ms
217 fail, cost: 441 ms
218 fail, cost: 497 ms
219 fail, cost: 1092 ms
220 fail, cost: 510 ms
221 fail, cost: 420 ms
222 fail, cost: 480 ms
223 fail, cost: 381 ms
224 fail, cost: 534 ms
225 fail, cost: 411 ms
226 fail, cost: 1052 ms
227 fail, cost: 452 ms
228 fail, cost: 447 ms
229 fail, cost: 459 ms
230 fail, cost: 433 ms
231 fail, cost: 418 ms
232 fail, cost: 1156 ms
233 fail, cost: 482 ms
234 fail, cost: 496 ms
235 fail, cost: 567 ms
236 fail, cost: 682 ms
237 fail, cost: 466 ms
238 fail, cost: 496 ms
239 fail, cost: 1220 ms
240 fail, cost: 588 ms
241 fail, cost: 611 ms
242 fail, cost: 445 ms
243 fail, cost: 398 ms
244 fail, cost: 566 ms
245 fail, cost: 1027 ms
246 fail, cost: 531 ms
247 fail, cost: 400 ms
248 fail, cost: 579 ms
249 fail, cost: 598 ms
250 fail, cost: 602 ms
251 fail, cost: 1216 ms
252 fail, cost: 616 ms
253 fail, cost: 434 ms
254 fail, cost: 608 ms
255 fail, cost: 561 ms
