0 fail, cost: 311 ms
222 fail, cost: 372 ms
223 fail, cost: 375 ms
224 fail, cost: 1447 ms
225 fail, cost: 603 ms
226 fail, cost: 555 ms
227 fail, cost: 480 ms
228 fail, cost: 1385 ms
229 fail, cost: 470 ms
230 fail, cost: 638 ms
231 fail, cost: 420 ms
232 fail, cost: 486 ms
233 fail, cost: 355 ms
234 fail, cost: 414 ms
235 fail, cost: 896 ms
236 fail, cost: 382 ms
237 fail, cost: 318 ms
238 fail, cost: 483 ms
239 fail, cost: 323 ms
240 fail, cost: 857 ms
241 fail, cost: 1129 ms
242 fail, cost: 522 ms
243 fail, cost: 372 ms
244 fail, cost: 671 ms
245 fail, cost: 420 ms
246 fail, cost: 544 ms
247 fail, cost: 1018 ms
248 fail, cost: 614 ms
249 fail, cost: 360 ms
250 fail, cost: 715 ms
251 fail, cost: 406 ms
252 fail, cost: 454 ms
253 fail, cost: 566 ms
254 fail, cost: 1184 ms
255 fail, cost: 365 ms
