0 fail, cost: 460 ms
162 fail, cost: 1284 ms
163 fail, cost: 730 ms
164 fail, cost: 701 ms
165 fail, cost: 627 ms
166 fail, cost: 1189 ms
167 fail, cost: 487 ms
168 fail, cost: 722 ms
169 fail, cost: 555 ms
170 fail, cost: 619 ms
171 fail, cost: 1144 ms
172 fail, cost: 654 ms
173 fail, cost: 609 ms
174 fail, cost: 645 ms
175 fail, cost: 553 ms
176 fail, cost: 1300 ms
177 fail, cost: 652 ms
178 fail, cost: 750 ms
179 fail, cost: 666 ms
180 fail, cost: 685 ms
181 fail, cost: 1407 ms
182 fail, cost: 874 ms
183 fail, cost: 791 ms
184 fail, cost: 785 ms
185 fail, cost: 1409 ms
186 fail, cost: 617 ms
187 fail, cost: 631 ms
188 fail, cost: 1057 ms
189 fail, cost: 1422 ms
190 fail, cost: 878 ms
191 fail, cost: 792 ms
192 fail, cost: 878 ms
193 fail, cost: 1328 ms
194 fail, cost: 750 ms
195 fail, cost: 692 ms
196 fail, cost: 710 ms
197 fail, cost: 693 ms
198 fail, cost: 1610 ms
199 fail, cost: 778 ms
200 fail, cost: 635 ms
201 fail, cost: 592 ms
202 fail, cost: 1159 ms
203 fail, cost: 562 ms
204 fail, cost: 591 ms
205 fail, cost: 604 ms
206 fail, cost: 637 ms
207 fail, cost: 574 ms
208 fail, cost: 1293 ms
209 fail, cost: 604 ms
210 fail, cost: 602 ms
211 fail, cost: 533 ms
212 fail, cost: 1180 ms
213 fail, cost: 471 ms
214 fail, cost: 616 ms
215 fail, cost: 476 ms
216 fail, cost: 637 ms
217 fail, cost: 590 ms
218 fail, cost: 1171 ms
219 fail, cost: 441 ms
220 fail, cost: 608 ms
221 fail, cost: 416 ms
222 fail, cost: 686 ms
223 fail, cost: 1295 ms
224 fail, cost: 889 ms
225 fail, cost: 602 ms
226 fail, cost: 978 ms
227 fail, cost: 1482 ms
228 fail, cost: 890 ms
229 fail, cost: 675 ms
230 fail, cost: 746 ms
231 fail, cost: 1304 ms
232 fail, cost: 701 ms
233 fail, cost: 754 ms
234 fail, cost: 735 ms
235 fail, cost: 756 ms
236 fail, cost: 1407 ms
237 fail, cost: 674 ms
238 fail, cost: 656 ms
239 fail, cost: 530 ms
240 fail, cost: 1327 ms
241 fail, cost: 720 ms
242 fail, cost: 931 ms
243 fail, cost: 604 ms
244 fail, cost: 874 ms
245 fail, cost: 1184 ms
246 fail, cost: 653 ms
247 fail, cost: 453 ms
248 fail, cost: 706 ms
249 fail, cost: 562 ms
250 fail, cost: 1122 ms
251 fail, cost: 403 ms
252 fail, cost: 516 ms
253 fail, cost: 461 ms
254 fail, cost: 500 ms
255 fail, cost: 336 ms
